Radius,Coil_diameter,Pitch_angle,Pitch_length,Stress
9.819962614,11.41678524,50.88491938,75.88181017,16.23170473
9.821604627,3.998848021,49.43640894,72.09207825,13.9958846
9.845990671,9.45236905,15.3462375,16.97779797,5.593917028
9.852172013,6.69772955,22.19617097,25.25732976,12.10069815
9.857395197,6.614690815,36.58704006,45.97588185,9.80188083
9.863407332,10.44356172,40.30443919,52.56570401,1.705297328
9.864611086,10.75632984,53.1924778,82.82927911,14.94769766
9.86789429,8.265983251,18.695757,20.98133689,7.899528354
9.871202038,5.776988956,13.51642295,14.90911061,8.196469614
9.872527581,9.893346105,18.22728818,20.42747096,7.350584575
9.87529546,6.594167691,49.30858107,72.15967439,21.50134241
9.875327939,6.849321055,42.67471728,57.20604845,13.24369536
9.878716065,3.53662012,23.77779117,27.34731067,9.695942933
9.882081481,6.5559284,45.65388127,63.52458373,22.63283271
9.886001091,8.325472327,35.58828829,44.45118324,11.96069631
9.889664625,10.67161617,30.91340985,37.20893749,10.41204305
9.894320337,5.522409423,19.80551183,22.38855847,9.247802132
9.896759156,5.865292206,56.58942656,94.26787171,19.50983847
9.902442841,13.51437171,48.5759535,70.51378963,14.34488497
9.904530811,13.92067643,45.21600909,62.70301845,30.23993432
9.904531143,13.92067773,45.21603913,62.7030863,28.28707384
9.904601103,9.303035696,18.49569523,20.81748552,5.61126846
9.913038392,8.311377067,45.25923719,62.8516492,8.647242101
9.915184735,13.01548563,31.52276178,38.21089307,11.44229785
9.923770196,13.68669524,38.6010525,49.77753116,12.16713085
9.931746287,6.625965237,44.14542223,60.56871903,15.9500431
9.93575752,9.950044287,33.58714054,41.45700732,11.9256306
9.939033572,11.32292281,36.75054065,46.63364094,6.733672956
9.941064798,9.373481395,33.84735235,41.88916209,6.830325193
9.944722977,12.25252377,39.27595454,51.09922565,5.316762779
9.94873351,7.311553992,15.62011189,17.47668686,7.129914095
9.949868144,13.63777459,54.42727404,87.41051218,26.66831599
9.955121214,12.33222258,31.24345462,37.9464176,9.897961258
9.955916835,8.744698252,55.53551111,91.13886031,6.24252635
9.958015424,8.505834136,42.73935938,57.81577112,14.7513608
9.960443339,16.47637847,48.49647206,70.72878935,14.4009366
9.963107122,4.833252758,43.5979028,59.60885122,15.44539592
9.966226062,9.004209585,43.15854325,58.71855481,15.66152124
9.969591838,6.34647335,48.92044842,71.85824331,18.08128468
9.975181486,7.084830516,39.28201138,51.26678899,17.03001594
9.977067329,10.73267161,37.43959948,47.99710235,14.38535019
9.984211596,5.949991834,40.77512489,54.10186205,15.2472841
9.986097823,11.08678894,47.82569891,69.25994886,18.32222299
9.988979206,9.221716009,15.52958623,17.44051821,5.424945178
9.995375603,13.37770064,44.85471999,62.4851146,10.22825579
9.997111543,9.731970281,19.67884986,22.46440609,6.305353321
9.99845757,7.583262045,49.88149094,74.55481979,14.32155742
10.00089612,6.548880427,32.49638254,40.02631473,12.38633591
10.00190027,6.53991607,64.02199532,128.9745099,28.45007704
10.00456007,7.454385061,24.88348478,29.15685449,12.59597023
10.00768723,8.320176618,22.74361793,26.3596013,7.558561512
10.01309392,4.383185822,9.460412029,10.48353169,7.836479167
10.0164234,12.33129035,0.152572416,0.16758956,4.677349262
10.01800964,14.97453081,44.01668043,60.82071471,13.80684975
10.03333317,8.101481808,17.43175061,19.79431525,7.430839463
10.03633003,13.91884344,50.02334274,75.21433616,12.09685374
10.03826315,8.133501478,33.62740185,41.94860801,13.87591209
10.03866331,9.092174668,24.38605228,28.59347798,9.976124746
10.04042565,8.827829437,34.18057002,42.84183575,13.17551234
10.04335937,7.761542184,21.68848135,25.0975519,4.07420361
10.0448932,11.24386702,28.76600359,34.6484233,11.91234798
10.05051753,9.360393321,26.42717287,31.38490457,10.92795737
10.06310335,7.78216915,21.79635811,25.28487115,4.332442381
10.06440871,13.78169133,16.00150826,18.13458899,4.968422093
10.0652669,11.13002988,36.79837444,47.30821521,13.98935145
10.07906928,8.797388319,25.14054702,29.71998066,13.58122427
10.08598099,8.618395116,38.79877598,50.95023759,12.62568541
10.08925582,9.456289044,14.95320933,16.93053864,3.934751674
10.09495909,7.642901925,12.23238495,13.75125861,6.933256563
10.09585547,5.01454222,35.03026009,44.46700272,13.83252819
10.11241261,13.87603372,44.24578114,61.88701976,15.31578051
10.11934987,8.640165434,13.1566226,14.86218945,4.652449395
10.12920078,3.769000526,10.06986656,11.30212916,8.935619502
10.13068401,11.78806107,21.93012886,25.62721693,6.715684896
10.13228572,10.18640684,20.32424684,23.5803021,6.830727625
10.13679938,5.671469593,28.07761342,33.97606082,7.886093866
10.13940783,14.01708832,44.89118085,63.46624244,14.78811431
10.1413817,13.57411603,31.22695097,38.63129097,10.97410933
10.14761165,6.684023434,20.78483405,24.20058515,10.28716885
10.14824569,13.77516197,46.47841206,67.14182389,6.606189833
10.149708,14.10279222,45.64301645,65.22021036,13.41122265
10.15178998,8.603809851,36.01909642,46.37542423,6.927508351
10.1556015,11.35713147,28.98716918,35.35152014,13.28899184
10.15615941,9.149050053,14.64070363,16.67046811,5.313337602
10.15673718,10.74635139,52.20277528,82.28017383,20.53030694
10.15784311,7.634122802,11.2399803,12.683703,6.20243456
10.16571325,15.28357815,44.62532679,63.04310779,14.50933755
10.16706947,10.31081272,29.79680072,36.58058986,7.836574571
10.16866309,6.285497221,21.01228932,24.54140994,3.427184169
10.17193815,12.34207742,0.241986377,0.269932046,4.589060275
10.17458787,15.95209476,46.00597027,66.21403821,11.80664156
10.17527764,11.24321878,17.88790077,20.63493811,4.38685489
10.17805801,10.74232879,18.92640046,21.92811885,8.782190418
10.18150376,11.26671717,17.93250191,20.70256418,4.619860598
10.18935416,13.8415941,40.17890584,54.0620567,10.33730881
10.19053251,14.21380274,46.32487869,67.06079898,11.82490018
10.19213998,7.915915581,39.9298675,53.60174798,11.06299441
10.19243407,13.16783071,52.19069736,82.53342451,11.1945989
10.19722264,8.44239056,22.45814013,26.48426897,7.465108198
10.1974466,8.26917742,47.39652558,69.66978249,14.43782367
10.19746835,10.309895,37.80707702,49.71246712,12.74087878
10.19944351,10.22969554,34.67344749,44.33062915,10.22765059
10.20029557,12.88289854,0.14219149,0.159053961,4.718207365
10.20433238,6.303583735,65.85812454,143.05188,41.79936705
10.20547545,7.283104248,27.03961367,32.72810942,13.39256555
10.20989629,11.89309986,29.92084673,36.91933662,13.41699225
10.21000021,4.292061158,46.43012291,67.43648376,24.18350647
10.21276626,14.21818493,40.47669702,54.76012963,13.17673363
10.21782563,9.105895567,27.8263207,33.88677961,6.867390585
10.2178259,9.105895365,28.34258316,34.62997728,6.336427156
10.22378459,6.917481282,35.76670118,46.27312947,10.08960335
10.23216335,8.248584163,63.36494922,128.1893873,22.65653531
10.23453546,8.850339928,12.73905785,14.53793612,5.424034123
10.23609202,10.44792337,31.21207221,38.96923163,2.980932372
10.24151947,5.323551532,18.65309977,21.72236562,9.683621349
10.24447447,7.764240634,47.37971575,69.94988084,2.176066882
10.2521395,8.124543537,15.54709767,17.92119946,6.462565399
10.25269422,7.559599522,0.084874424,0.095427248,1.145219754
10.25850256,9.945621796,33.66508314,42.93012826,9.303808611
10.25882226,7.51719526,32.98199252,41.83077115,14.73150647
10.25931547,10.05798982,27.81177243,34.00345314,12.07299875
10.25966716,11.02781959,42.8533092,59.80525868,14.90317097
10.26539119,10.76043906,31.31494193,39.2392649,6.437156356
10.2668773,13.47080555,23.83347501,28.4967558,10.46083898
