Radius,Coil_diameter,Pitch_angle,Pitch_length,index1,index2,index3,index4,type,shift
4.16276966766637,5.30033297129207,53.6150080358988,35.4958560548848,2,2,1,4,2,2
2.30675094874079,1.19426018427752,2.05776745750268,0.520764082873866,1,1,1,3,1,5
7.31673203139059,6.49967266163969,42.5545352337902,42.2064970341193,2,1,3,4,1,2
6.8506548511189,6.9612108582298,45.3273326894147,43.5385881077932,2,2,3,4,1,2
5.22554742267343,6.67510399630286,39.7675397893673,27.3239945818722,3,1,1,3,2,4
5.98055931690048,7.46547402462233,28.4316436915917,20.3446163615326,3,2,1,2,2,4
3.11852294899889,5.83346265361603,57.1393122636471,30.3337266616429,2,1,2,4,1,4
9.7608371933098,6.82778295354957,33.1715984382315,40.0892654800715,2,2,3,4,2,1
5.99254727933192,8.24116155703992,38.918085602023,30.401192259445,3,2,2,3,2,5
18.2719735300473,8.92254734404426,23.9691296432813,51.0409112528757,2,5,4,5,2,2
5.46462198213273,7.67325119205305,31.936851253046,21.4024518788288,3,2,1,2,2,5
6.29888663294815,8.15354154597627,28.0523715067647,21.0899280260197,3,2,2,2,2,5
11.9116842023433,11.2303634157384,19.8699121401743,27.0484588903406,5,2,2,4,2,3
17.0184860608632,13.2024375294994,24.708557419424,49.2017941591635,5,2,4,5,2,1
2.4771662795933,1.4539097393508,4.42016876243999,1.2031340689673,1,1,2,5,1,5
2.40618865678718,2.97281865207661,58.3667470499711,24.5428907444009,1,2,2,3,1,4
4.19011893493687,6.15006268945497,56.9419600597154,40.4507102982229,2,2,1,5,1,3
4.10778290609636,6.19941204015394,49.0943082144046,29.7898538514621,2,2,2,3,2,4
14.2564814939115,8.54001875726028,20.7328435577255,33.9066852037725,3,3,3,5,1,1
14.9406374953912,10.5457687298952,26.3205933176924,46.4378026441928,3,4,5,5,2,2
8.71879255790621,7.81820392924236,24.3494686644056,24.7918892022877,3,3,2,3,2,4
13.6481209722597,11.627628854936,21.2636189277494,33.3712475597532,5,3,2,5,2,4
5.70458510736939,8.26187289019688,46.5558239289706,37.8443819312331,3,1,3,4,1,5
15.1337394854851,6.33158870277645,36.4738243422157,70.2942807131637,1,3,4,4,1,1
7.32313846637008,7.92061295876858,38.4714782782104,36.5627206993863,3,1,2,4,1,3
7.47639248625407,8.93941810523867,40.8029919495593,40.5524961029825,3,2,3,4,1,4
16.2796677043137,11.0777459616521,13.1195243670253,23.8399491905585,4,5,3,5,2,2
6.46431586980614,7.2497851059528,34.9859744155425,28.4251607687332,3,2,1,3,1,4
4.62609808386364,6.62923004134629,53.0362129339813,38.6234889747817,2,1,3,4,1,3
3.43204645994523,4.67822692636942,47.192219014646,23.2808575228266,2,2,1,3,2,5
3.38419641338484,5.29317115060276,50.2269473759369,25.5457063228096,2,2,1,3,2,4
8.00573107941784,8.35947693853919,30.3940930247177,29.5047394874963,3,2,3,3,1,4
15.9450886853559,13.270369834754,17.8284838945255,32.2211377341806,5,2,5,5,2,2
5.60890435709718,7.99876510810324,45.8767226002036,36.3371500484247,3,2,1,4,1,4
10.2593154700489,10.0579898244784,27.811772434688,34.0034531448549,4,2,3,4,2,3
14.8505456479945,11.5830780451576,16.2857998675298,27.2602810055918,5,2,2,5,1,3
2.40344948794039,2.94192854771377,40.781886253775,13.026779410398,1,2,1,1,2,5
3.13305247980767,5.57436444527576,61.7169915463863,36.5860209095197,1,3,3,3,1,3
8.41473232349843,6.165223102432,46.2640958143049,55.2573121391807,1,4,3,3,1,2
11.0099309259975,5.97178797732758,33.798343020771,46.307360048153,2,1,3,5,1,1
3.78944635956404,7.27422214843315,53.5727138771067,32.2626395950671,3,1,1,5,1,4
2.38543671705334,1.21687302556246,4.86097543113465,1.27465398442195,1,2,1,4,1,5
16.8583510640221,7.95784384133391,12.5382173503485,23.5569541616882,2,5,3,4,1,1
12.2121482702291,6.70695847480331,11.1089989979031,15.0665769157701,2,4,2,3,1,1
3.9341342991845,6.14753330914297,58.5078460294317,40.3499719810785,2,2,2,5,2,3
3.01827841816038,4.45080598662033,54.3034705508488,26.395132613327,2,1,2,5,1,4
15.7739429601926,12.404347027358,19.9973154296685,36.0680518385381,5,1,5,5,1,2
7.88212529753364,7.88075934773054,28.971629249038,27.4200258211041,3,2,2,3,1,4
13.3406980148748,11.2178189259263,19.4383489205495,29.5814890938393,4,2,5,4,2,2
2.89768157310919,5.02935587343727,52.9959004927765,24.1574710852863,2,1,2,3,1,4
7.31892711094524,6.0737648142323,20.4771709327275,17.1726453307456,2,3,2,2,2,3
14.6760507147058,6.51819350602535,47.2492061594157,99.75198139625,1,2,5,5,1,1
2.02871953609954,2.78961930521405,55.2411696167177,18.3684209310167,1,1,2,2,2,4
8.52037879935803,4.89975203168991,47.6342828912725,58.6989328325529,1,2,3,4,1,1
2.9462414167481,5.13318224845056,56.0821735351378,27.5299298089956,1,3,2,2,1,4
9.44132109144926,6.15395373470602,49.8415581751474,70.3009658798371,1,4,3,4,2,1
10.3669039489931,6.17307568289613,27.5645506627221,34.0015952492964,1,3,4,2,2,2
3.04851445432731,4.25709061371898,49.3065612675875,22.2741815995308,2,1,2,3,1,5
6.91487855505009,8.88642745264083,45.1110754502563,43.6162480747583,4,2,1,5,2,4
4.74794888690034,7.19287630714325,49.4021110615277,34.8084702686899,3,2,1,4,2,4
13.2235197161487,8.20368930840714,30.3998514577322,48.7458743260497,2,2,5,4,2,1
15.1049150530559,10.1419408248903,14.8095568859335,25.0924420670308,3,4,5,4,2,1
2.07895363796005,1.460399472241,5.68432168472787,1.30019603901369,1,1,1,2,2,5
3.49261851975063,1.96805746687361,3.29213419274244,1.26230477740229,2,1,1,5,1,8
10.5158768469506,8.14657777738856,13.5297442852111,15.8990550765255,3,3,3,3,2,2
5.56417662606594,7.51383917004248,39.9156491620299,29.2479548691475,3,1,2,3,1,4
3.81914487775526,6.93659673180388,39.3179292374528,19.6533644947145,3,1,1,2,2,8
1.83521285951199,1.76211542605131,6.59796156785877,1.33376446067468,1,1,1,4,1,4
15.6371076732351,11.3800769545547,20.1434850575348,36.0392812963047,4,2,5,5,1,3
2.75236350455488,4.25175762864189,53.1522200937625,23.0767000343372,2,1,1,5,1,4
4.11112545461809,6.40846130106982,60.1126895494136,44.9444530594891,1,4,3,3,2,3
24.1428250278772,6.56516434675388,15.9557850939068,43.3708510484986,1,5,3,4,1,1
11.4628050597561,6.83811873747427,12.0198197660293,15.3349877371825,2,3,3,3,2,1
4.54512956627179,7.79473529946444,49.7469247124663,33.7302722586088,3,2,1,4,1,5
13.0498475177373,8.06325949143079,19.5507540383778,29.1175810269926,2,2,5,3,1,2
3.18609380218958,3.29463810724649,47.4951723625942,21.8430107586327,1,3,2,2,2,7
10.4986896104348,5.56900327806341,14.29782419101,16.8116540124939,2,3,1,3,2,1
5.99098275726927,6.91556238385795,26.4345880274861,18.714208695701,3,2,1,2,1,4
12.3309061943192,11.9076014936984,21.200116557922,30.0516721102495,5,2,2,4,1,3
11.9688706057645,9.62287352222849,27.8276130435975,39.696179599157,3,2,5,4,2,2
3.64901522033986,5.85133101104346,54.0192760167529,31.5792487142693,1,3,3,2,2,4
3.5429950749901,1.1780024592809,1.10624983700543,0.429867860125862,1,3,5,3,2,3
2.27987605052387,2.04122039029641,5.65402552903554,1.41820551847746,1,2,1,2,2,4
14.5192282657181,11.9706319883325,20.2730033942406,33.6970350989863,5,3,2,5,1,3
2.7578153023172,3.60906689102874,49.3667193988893,20.1930167733249,2,1,1,5,1,5
6.41994170041975,5.55604494210543,50.1576435266946,48.3420779411885,1,3,3,3,2,2
13.8585036236151,10.4943084955187,18.6791773095971,29.4381797185825,5,1,2,5,1,2
11.7281447746066,6.78204876388009,15.6901447152591,20.6996788594272,2,4,2,3,2,1
8.35265027588324,8.8839234885545,31.7486362623548,32.4746551486881,3,2,4,3,2,4
2.83713975177223,4.81454456642906,66.5923748534528,41.1790539793619,1,3,2,4,2,3
3.32472284577662,4.88440339333021,28.5163940677595,11.3500034937598,2,1,1,1,2,5
4.06309442389467,6.21265847446885,41.4723822522089,22.5643779688698,2,2,2,2,1,5
6.18809318111466,7.80220141000302,43.5171801570475,36.9187943369663,3,2,2,4,2,4
3.78075737541551,6.14956773072666,49.4910436794304,27.8049623416369,2,2,2,3,2,5
9.98421159564029,5.94999183445524,40.7751248869038,54.1018620542467,1,4,3,3,2,1
13.2778430928394,10.1638376823649,30.9153337355259,49.960447706113,3,3,5,5,2,3
13.451356913422,6.2644427162918,46.4365695487705,88.8654847857001,1,3,4,5,1,1
10.1780580118601,10.7423287883698,18.9264004598625,21.9281188493585,5,2,2,3,2,4
9.02776129755992,10.5446706361608,25.0282071365645,26.4844197361105,5,2,1,3,2,5
3.74465736503991,6.75993519367007,52.9688269827542,31.1878906881672,2,3,1,3,2,5
4.30874380769435,7.90361307454942,53.778782445245,36.9613391241967,3,2,1,5,1,5
7.64112810531042,6.14983502827039,35.501450208417,34.2474786715916,2,3,1,3,1,2
2.39752886768262,1.97099269767226,45.8189927255985,15.5010500843763,1,2,1,2,1,5
0,0,0,0,1,1,1,1,1,1
2.71942887248962,4.83454657656887,52.6583912624561,22.395709691136,2,1,1,3,2,4
9.81396316601578,8.86218729467904,28.3914902108396,33.3291972694919,4,3,1,4,2,4
9.15138432356195,10.220904894282,32.8323552417759,37.1020934426441,4,2,3,4,2,4
5.45181505939182,5.25002421253788,30.0140352400126,19.7881870753055,2,1,2,2,2,3
11.5593850048347,12.231467973812,25.9878366940078,35.40481549797,5,1,3,4,1,5
8.91282543016858,6.10837746919216,17.1849322803914,17.3190477081787,2,4,1,2,1,1
15.4699660864225,9.34165017489874,10.8160720019265,18.5702776390622,3,1,5,4,2,1
24.0482871220338,6.54849892802676,23.4175606575646,65.4417318359335,1,3,4,5,2,1
14.0363798076296,8.85221393723698,12.4039805075872,19.396950511228,3,4,2,4,2,1
3.00029769869879,3.56053738892709,52.0127303466664,24.1397790382087,2,2,1,4,1,5
12.958379786585,10.0541594170405,10.9197539051649,15.7081158084834,4,2,2,4,2,1
7.27874214026198,6.08279013493592,20.6738526625648,17.257472916958,2,3,2,2,1,3
3.7235504610855,6.4983352174429,56.8997639078458,35.8886963532249,3,1,1,5,2,4
6.67181427012654,7.69648176064184,24.2127402160452,18.8509104238299,3,2,2,2,2,4
2.81860089218905,4.54299167649532,60.9669078307925,31.9058368098016,1,3,2,3,2,4
6.56438810704473,7.0051382607702,33.7670129220068,27.5769246332696,3,1,2,3,2,4
12.5368448053225,7.86200561660452,13.5042440448825,18.9174917430928,3,2,3,4,1,1
3.757843260999,5.67790462193191,64.8561777636748,50.3043752134748,1,4,2,4,1,2
2.76006653039555,4.2575937198395,44.6343236266902,17.1220480218137,2,1,1,2,2,6
7.79512786297163,6.33823052179225,18.4991752208787,16.3871034949707,2,2,3,2,2,1
3.42808121777033,6.25648344649248,58.7594425640261,35.5088111747203,2,2,2,5,1,4
4.68530361402604,8.4437174788556,52.7908013495093,38.7710369894696,3,1,2,5,1,4
1.81126897653566,1.34490740438328,2.87757268125427,0.572047182083047,1,1,1,3,2,4
1.83321907073108,0.976397338103372,2.32011665645601,0.466679680224921,1,1,1,5,2,4
9.7566738762496,10.5753496473913,35.2748395348243,43.3645331179716,5,2,1,5,2,4
10.8544742935795,8.43129623632537,13.2754006294203,16.0910416384756,3,3,3,3,1,1
6.94158505467252,6.42344554839189,37.3204717261072,33.2505623780525,2,2,3,3,2,2
18.510221555875,9.04876031957951,24.6591505237348,53.3930450777123,2,4,5,5,1,2
4.72128807689903,6.71316622014349,53.1422923759396,39.5705070017909,2,2,3,4,2,3
2.57766605499701,1.85077834419849,3.83592778432793,1.08593507736896,1,2,2,4,1,4
6.23201810652675,6.36079017194653,49.6363942511153,46.0684867615825,2,2,2,5,2,2
3.16582997093033,4.32498599675937,58.1337546409312,31.9990303001699,1,3,3,3,1,4
6.03523589678331,6.33896793511812,46.4060093801878,39.8288175496852,1,3,4,2,1,3
7.94404718014502,7.01803653952202,33.7883923844968,33.3998154906547,3,1,2,4,2,3
7.70524585222195,6.96582262704333,22.9696940827724,20.52009129321,2,3,3,2,2,3
13.3998219967993,8.00479364805856,30.2963766721414,49.1916047205561,2,2,5,4,1,1
9.02214753945213,5.0616751802879,50.9976194424705,69.997686974938,1,2,3,5,1,1
6.90892086130433,7.16655522211716,54.1930686855229,60.1741462581458,1,3,5,3,1,2
6.90716367496867,6.46467346573676,56.6659043098595,65.983045265314,1,3,4,4,1,2
9.74873093544978,7.11683669222046,46.5995882067933,64.7723866160631,1,3,5,3,2,2
11.121754890601,6.80600055681014,15.639161624772,19.5623558526829,2,3,3,3,1,1
2.97464167793027,4.50274156344979,54.1543522640746,25.871166593559,1,2,3,2,1,4
4.60407574704015,6.63950884280208,49.3865819409126,33.7351890652158,2,3,1,3,2,4
7.9070206033174,6.82604209168337,49.7766090055378,58.7411904906975,1,4,4,3,1,3
3.49512076444922,4.46843911625152,44.8398284432066,21.8380513673879,2,2,1,3,1,7
11.7731033728571,9.05244008162089,24.2337212492681,33.2969436640381,3,2,4,4,2,2
4.05851242247818,6.19200903817942,41.6085992945671,22.6471468323252,2,2,2,2,2,5
4.36470438874095,5.57242441325036,38.4162409051426,21.748849741275,2,1,2,2,2,4
4.22996012144427,5.83365139057405,50.9865284639469,32.8048574544351,1,3,3,2,1,4
8.14357533034995,6.42839158057996,41.6705794696484,45.5415532965509,2,3,1,4,1,2
6.05438284498847,7.29307470717456,44.719538621698,37.6702029031959,2,2,4,3,1,4
3.40742386430908,5.09043580671852,54.1194812147404,29.5972119836071,2,2,2,4,1,5
6.04408049451144,7.0714319755593,42.9991744380246,35.4122424203703,3,1,2,4,2,4
2.70063219979382,1.3466567221601,1.20740197532861,0.357634043425147,1,3,1,5,1,5
16.0770964789506,11.837166359432,10.8139285865249,19.2951652219762,5,3,3,5,1,1
16.7156437036004,9.31943276886821,16.7392437068231,31.5881838668363,3,5,3,5,1,1
3.48677292296915,5.38943724079495,33.1144044813323,14.2895215665646,3,1,4,5,1,1
9.7792689213998,11.0229879175705,22.1338111164983,24.9924588053344,5,2,2,3,2,5
10.0008961174372,6.54888042677789,32.4963825409553,40.0263147307273,2,2,3,4,1,1
6.55896353370976,5.89488496777442,28.2951277145066,22.1854156397258,2,3,1,2,2,3
3.76670288781768,5.64304393542225,58.2618974688202,38.2630256083662,2,1,2,5,2,3
14.712074474198,6.91582483081574,24.849696887885,42.8100078446624,2,3,3,5,1,1
9.22483733711593,8.60374899987368,24.6807187760655,26.6356201718623,3,3,2,3,1,3
3.04008034996912,4.47694989562792,55.5933835298016,27.8899643177742,2,2,1,5,1,5
9.64303920628714,10.1868064604936,23.031787160357,25.7581857257634,4,2,3,3,1,5
6.55346547128945,8.61688019464732,43.6888716734093,39.3339517257518,3,2,3,4,2,4
9.47224273820125,7.17660117423825,13.5876605519772,14.3848339418692,2,2,4,2,2,1
8.80154422245424,7.59773473247077,49.6921848700921,65.1915373016077,1,4,5,3,2,2
7.35218102081863,8.38564156584599,40.4314847125565,39.3589169452968,3,1,3,4,1,4
4.61208963117083,6.67119293059417,48.3460382241414,32.5775480380458,2,2,3,3,1,5
4.58163755621556,7.33459505935423,44.3619799047283,28.1531880848223,3,1,2,3,1,5
15.7238148609276,7.98069524730161,16.6469050547631,29.540348341192,2,4,4,4,1,1
2.38960844230146,3.61523059702686,57.9142487674017,23.94815695064,1,3,1,2,2,4
2.85918745514215,1.03417156879883,3.97688652478495,1.24893916750535,1,1,1,4,1,8
9.45053128906859,7.43345518873877,38.4364296380561,47.1250664820282,2,2,4,4,2,2
8.0120739037125,5.45099785324784,54.9512303998523,71.7648023586242,1,5,1,3,1,1
3.70304178344849,5.47741319194077,61.3968516306507,42.6689303340981,1,4,2,3,2,3
3.10841032781225,4.96894769491921,53.4018911287258,26.2999477241504,2,2,1,3,1,5
11.1218419173833,9.51960933469643,21.9228941849714,28.1242589643609,3,2,5,3,1,3
8.69163847064749,9.64683454838864,38.6633159347222,43.6944234331047,4,2,2,5,2,4
9.2667381884041,7.62340434825014,44.6472182994526,57.5120103073994,2,2,4,5,2,2
3.61059418278501,4.83789516940719,39.2199501822938,18.5154337255645,2,2,1,2,2,7
2.3870321602301,4.47748379032737,62.6715963027102,29.0231019929612,2,1,1,5,2,3
4.51519489743173,5.23266729801865,63.1766847640845,56.1059281643012,1,2,3,5,2,1
4.59624013294054,8.13600062461748,51.0190317115191,35.6868612012431,3,1,3,4,1,6
4.45943666096118,5.96035071283427,52.6343307711883,36.693486968417,2,2,2,4,2,3
2.14293724970432,2.05528588930017,2.61642321040127,0.615285541381212,1,2,1,5,1,4
4.13571996099378,7.02007501435511,56.001882945135,38.5278116161294,3,2,1,5,2,4
4.02095609462153,4.90572390345441,68.3394979997741,63.6142807421724,1,4,1,5,2,1
3.45950010584552,5.57374201394766,43.6585685323379,20.7419714750327,2,2,1,2,1,5
3.27078796619145,5.52877076935018,54.7750252163202,29.1059096557812,1,3,3,2,2,5
3.65805033326615,6.39646784170546,58.1091887378868,36.9388779161756,2,3,1,4,2,4
2.48972910761242,1.52332065667311,3.99411907331682,1.09228163683264,1,3,1,5,2,4
13.7678023066173,12.2162233079837,23.4170630061263,37.4649289500435,5,2,2,5,1,4
2.82696523567358,4.63010157707195,55.5261952241807,25.8697042904288,1,3,2,2,2,5
2.85382061709386,4.95115976948199,45.5435562020139,18.2745715296222,2,1,1,2,1,5
14.0397784734338,7.37149287821524,20.9967950369186,33.8567239149836,1,4,5,2,1,1
3.63330273253474,5.52839256245648,50.317214414834,27.5141353182627,2,1,2,3,2,4
5.13336578702482,6.68541696900063,52.5887573233081,42.1691833770708,2,3,1,4,1,3
7.96636302768958,6.50903862991804,18.1688821710296,16.4268441845879,2,2,3,2,1,1
9.65928617927749,9.95319036761367,29.1165672740033,33.803213917603,3,3,5,3,2,5
7.4636335087228,9.29130708467474,45.5777135403499,47.8507504582747,3,2,3,5,1,4
2.6027418392482,4.39246472727938,52.807880181626,21.5511069784438,2,1,1,3,1,4
7.12147820906172,7.69897822218353,30.6326291492917,26.496860645692,2,3,4,2,2,5
