Radius,Coil_diameter,Pitch_angle,Pitch_length,Number_of_turns,Total_length,Stress,Strain,Young_modulus
24.6266438730964,17.6613689247098,15.0760351875624,41.6809508492969,2.82685986437249,117.82620706476,7.55140074047121,1.48507352717433,4.87409257120384
21.5690137587843,15.9476768019336,24.9363212456265,63.0117218063718,2.74347353277713,172.870991030497,9.27044680311804,0.756699887131355,7.90208778121428
23.8937662902427,16.0832091044655,16.4594148104383,44.3545746328172,2.48236204573218,110.104112623101,7.68935400273618,1.34439632160046,4.60896487759952
18.6157600377759,21.1600222445806,35.4943856713813,83.4139380042109,3.22393224865043,268.920884718703,8.56667906200437,0.307381324549044,5.37773526291756
21.8107049107217,15.5419638313498,15.0297382754852,36.7961908087372,2.39596707086591,88.1624615110332,4.53266938079356,1.37264374419365,6.71892070740952
26.1272989901196,22.5049648078051,21.1607723799855,63.5452307072745,2.93654395399974,186.603363038965,6.37903848473297,0.820001637035044,4.57547974721422
18.4088456233284,18.8813600303294,32.5621388138219,73.8639660142341,2.98785312626111,220.694681773674,8.26135185500258,0.3855249925089,27.3430739300309
23.4521585435181,19.3311771126715,14.6078122470441,38.4043648752407,2.88100524405916,110.64317660033,5.46348440121697,1.30197144686247,25.8515536328871
14.9928427761369,15.4653460033084,33.5970087862979,62.5811082687996,2.9033632752129,181.695691469755,7.3408595182596,0.231808125554807,4.32148015370474
24.6111630476401,22.8317368330682,12.1140734715272,33.1909235857568,2.9463383477006,97.7916909563156,2.9197811597241,1.28336436245153,2.68330204039952
25.2463628860358,16.6309411428524,26.8382790545187,80.2616196551312,2.56094778172506,205.545816813469,5.9770915204733,0.588245680409104,1.96727660742989
17.621862530771,16.5004061733827,39.3768914225683,90.8728444375405,2.99776546696523,272.415474939763,7.20750909715271,0.239378550364051,8.18501061594928
18.865577227517,15.4006231126959,16.4014699061953,34.8903222162294,2.97811919891988,103.907538448654,4.45379329320842,0.785167870300882,1.31569314336356
19.0475635250033,16.3528825238086,15.4313799741623,33.0357211852085,2.51943812925094,83.2314555813174,4.26335880240203,1.1169554234398,3.5583406579847
26.4363347541386,15.9907010939118,22.7724372668707,69.7298492387267,2.54688649207366,177.594011120446,5.40779928331303,0.768999092461555,2.94791572733294
20.9289585945756,19.7020457841261,13.3900383892968,31.3036843887022,3.00169729108874,93.9641846306644,3.50889532801534,1.1320021622871,18.7844042274685
24.3991286318204,19.1849238037734,4.34450520530918,11.6467654228354,8.04776022170466,93.73037548142,2.49466190612014,1.12534251430382,11.0095875635299
12.8589843118763,17.3226725284904,37.9977780783758,63.119224465266,2.98027413026216,188.112591796043,7.21028519508159,0.217067705608551,20.8306581897261
26.7780147523546,22.2880094526082,17.8347959700505,54.1322944803891,2.96135462490106,160.304920616007,4.23421825011889,0.903014948975775,4.45667366378509
18.7163134587592,15.0545642627411,23.7907306040243,51.8442024957507,2.73231856201857,141.654876812189,5.4242468285905,0.470114207494315,3.44261174183346
16.545714318255,16.0418955623549,37.911056455885,80.9627115822755,3.02114279169869,244.599912493172,5.9312032456009,0.225757579501029,10.2185014165749
25.3737349170481,23.7803911944879,21.3254451489286,62.2399112893099,3.0275844272774,188.436586174642,5.26610731418628,0.720644585679464,7.9670444117873
17.1443689867405,13.6076531117127,16.5401037368797,31.9905184846269,2.77919255773079,88.9078108904244,4.238503677348,0.790096947615652,3.85543917046756
24.6225414601337,23.4841574757037,15.0950504860666,41.7290824205041,2.96622947434455,123.778034213053,3.11195820274223,0.878909643404007,23.0919876468525
17.0197355762481,15.4881669476006,26.9099271493308,54.2761203845625,2.76420022930702,150.030064412903,5.40571422276093,0.381290400361825,3.03523637325975
19.2355152550666,15.9446638470379,17.2801024806017,37.5977548640348,2.92396292422303,109.934441256464,3.92623179524423,0.868888451479458,7.64734873556141
19.0360995905625,20.6025473371176,17.6894232339715,38.1472449163633,2.9464608990606,112.399365552953,4.45866004942948,0.627987121503568,2.10619980782195
24.7814710637324,17.1139652038415,23.8274300524707,68.7638454948346,2.7948562976947,192.185066634944,4.91658313179973,0.617776327740828,2.38607222939921
18.2581142667055,19.9775121314508,28.5123093414087,62.3193130067432,3.01890782598817,188.136261746264,5.33531563650171,0.359749419909109,4.72161543062574
27.501229892346,20.4691459331077,16.3041776336066,50.5425654602668,2.86075738046954,144.590017168323,2.46480422300663,0.846016927565804,0.94324568241694
22.2957121608727,20.8508070411914,20.6752756960049,52.8658074049367,2.9499097722146,155.949361879838,4.7453698880876,0.605348028159658,25.9683075568804
8.57813969345038,2.36100702474949,76.0214436080556,216.518420039382,1.33114455299626,288.21731545878,3.62933613382899,0.734058260801211,11.2500542310624
24.4767994700201,22.6923194509386,15.346500976745,42.2069914530016,2.99752878722711,126.516671902621,2.94329880306553,0.73659483598715,4.09396903063266
20.9283982619764,18.0728035603311,15.0866014222443,35.4476276848173,2.8993804735892,102.776159544419,2.97420942161768,0.632588905135892,12.3999502712064
19.673451357493,18.9199009616748,34.3266957586942,84.4067705034786,2.98724159302917,252.143415581259,5.24063504141962,0.178732425753343,2.23837341408664
19.1428272836307,14.6186128283581,21.1056487715171,46.4250152915301,2.71924575582072,126.241025795405,4.5460936028518,0.601509845665992,2.13226095265323
17.1854547119488,16.4358842241459,24.2465072233081,48.6332534428447,2.93796294185203,142.882696356775,4.60548299637759,0.395309739017706,4.58522687150896
19.2183340463014,18.3212215327628,27.8040080596136,63.6762896020003,2.86754019681316,182.594320017652,4.93868507696488,0.333074613497717,8.97699596741066
21.151335675609,16.7532730967041,24.8282764860946,61.4869956269566,2.70933152858243,166.588655849923,4.58818033542913,0.601301437569136,242.655987781354
20.6611434651843,16.6834679838331,35.3438891676606,92.0654959971128,2.79101202842243,256.955906730619,5.20514934419939,0.27072466334199,22.3999869312965
23.2038852981929,19.9204261357614,22.4172736137743,60.1435065296347,2.98919482868889,179.780658697601,3.52317495157903,0.551222309956246,10.7196472344283
19.7762338431604,20.6615432449769,21.1887744855551,48.168396445954,2.9942034558512,144.225979101286,4.44933724190869,0.483824666605685,2.03401284912004
19.5224395674887,20.8302323191102,34.6777725217942,84.8655778007769,2.94208287716446,249.681563308334,4.3442088249877,0.322938806982978,2.53532733999587
18.9557226995938,16.9651851219427,17.5849710448861,37.7470989142319,3.07241441331157,115.974730764784,3.0705861730796,0.506480492868399,5.06994601134613
