Radius (A°),Coil diameter (A°),Pitch angle (deg),Pitch length (A°),Number of turns,Total length (A°),Yield stress (GPa),Failure strain,Toughness (GPa)
3.440427753,3.592689756,54.50563656,30.31200632,2.440430962,73.97435876,32.7554058,0.229823583,3.743136695
3.392207472,4.940645414,59.89571367,36.76201316,2.440645165,89.72302967,2.902765486,0.202374269,3.277179606
4.359541182,7.882222713,65.82255167,61.01374788,2.44137943,148.957709,29.33606194,0.369208384,3.7318854
4.029670189,4.550378019,51.26312102,31.56182906,2.446054864,77.20196549,15.88514575,0.736793418,9.802553764
3.967890905,4.699912901,53.44903041,33.62969626,2.446201338,82.265008,24.05178708,0.797327155,7.621476272
12.47093663,9.412201869,49.6900009,92.36296421,2.44639615,225.9564001,12.3860455,0.470934049,2.919705525
7.664519335,7.933732172,39.00987056,39.01099022,2.44791355,95.49553158,15.04659155,0.471902123,4.201345611
4.757386807,4.785587444,45.31522746,30.22227787,2.452755739,74.12786549,39.08110415,0.301268579,3.908434754
3.588697883,5.513591568,56.25154388,33.74811447,2.457074641,82.92163625,25.22150812,0.369631302,4.124298347
6.675622727,9.53474073,46.46557943,44.14679194,2.458123451,108.5182646,16.30608743,0.355742833,3.394226402
5.50999463,8.941760364,41.8378884,30.99535582,2.459187312,76.22338576,21.62628766,0.384605328,4.302272269
7.592004738,7.608687324,43.15951484,44.7317464,2.460511941,110.0629961,8.345164637,0.695465981,4.906445651
6.103708806,7.458440386,33.79833226,25.67196183,2.460567078,63.16758412,14.35627476,1.125323918,8.846527448
18.70654235,9.33850174,6.662840333,13.73011015,2.461626471,33.79840259,7.278569088,6.206788303,17.71004107
4.593484136,6.97876125,26.51680367,14.40048903,2.462230799,35.45732762,14.67862562,1.890104802,19.0513382
4.593483564,6.978760339,26.74281836,14.54296223,2.462380077,35.81030046,15.13008436,1.880380109,16.29805974
6.061780515,3.417763313,44.96702139,38.04347051,2.463811953,93.73195739,28.34133497,0.398825409,4.744518853
2.947675705,4.315885454,58.58381031,30.32265914,2.464221363,74.72174444,30.62753222,0.364557977,4.885202228
14.4725286,5.003956998,13.17996597,21.29473617,2.464966431,52.49080983,9.424845921,3.274317561,13.61643873
12.88568676,11.64145758,15.15505788,21.92902319,2.466446972,54.08677284,6.468993417,3.322001078,15.08071016
5.500527365,8.950387341,41.7947143,30.89521414,2.467917591,76.24684247,17.53464549,0.321022817,2.92152285
4.95621429,5.359550301,61.48332079,57.3144478,2.468012157,141.4527539,30.57977493,0.200209458,2.982559518
10.48842394,10.06553677,25.79846727,31.85547366,2.470252834,78.69107408,9.57386992,1.155415327,5.551385353
10.99011928,9.392255937,19.63519553,24.63645813,2.471184341,60.88122955,7.999461693,1.023768866,5.031225783
7.137028988,5.152932971,59.00361162,74.64240083,2.471285675,184.4626959,26.43108165,0.254889232,3.011590681
4.992641385,6.279273022,22.32550228,12.88196209,2.47130222,31.83522151,7.418953902,2.656101564,23.14152028
3.256358379,4.992090658,54.84818576,29.05617632,2.471345732,71.80785733,33.83277528,0.184988895,2.98877244
6.438869107,9.251440009,21.07670211,15.5920086,2.471920981,38.5422132,3.257940006,1.195257715,3.800704942
3.379825812,5.330801568,56.26661461,31.80198717,2.472805185,78.64011877,26.25317791,0.459767567,6.554271074
3.967390424,5.169191483,50.19396342,29.91292492,2.474605257,74.02268126,39.37342611,0.36522076,4.712159639
5.733219176,8.203345457,38.61667249,28.77385239,2.474658929,71.20547073,18.7969076,0.759460447,5.911259206
10.61843274,4.016693859,40.33660448,56.6539419,2.476887877,140.3254619,14.79795035,0.703869979,6.322655978
4.499744017,5.846237273,57.27873821,44.00336899,2.478541318,109.0641682,31.26851423,0.365366991,4.344277353
3.760984301,4.279556969,57.46821086,37.0478031,2.478822951,91.83494462,5.617987006,0.176182402,2.989030328
4.4249439,7.079520713,28.22519438,14.92344392,2.479836271,37.00769751,15.60887207,1.413033349,11.82586011
5.95016959,4.815010175,55.62430299,54.65061532,2.479991229,135.5330467,29.02599966,0.165614339,3.554014826
9.889664625,10.67161617,30.91340985,37.20893749,2.48003159,92.27934039,10.41204305,0.491619527,2.815421366
5.220424076,9.027896149,41.51866607,29.03883359,2.4803051,72.02516706,17.79539405,0.419674967,3.557084538
4.05977861,4.604646432,50.16878653,30.58216923,2.481000745,75.87438465,39.85572891,0.366010008,4.717145457
4.959449816,6.185638547,61.63383522,57.71276105,2.481569154,143.2182076,35.36352441,0.310007717,3.701328307
4.522256895,4.970891836,46.68802034,30.13976511,2.481656539,74.79654517,35.23361247,0.184357659,2.884321239
4.529423474,5.663226699,58.57023924,46.56925501,2.481804923,115.5758063,30.75449822,0.34430391,4.484899637
3.233194013,2.980127598,35.12276204,14.28951067,2.481963627,35.46604573,20.2068268,0.734625063,12.60270492
4.088197258,5.401514644,51.71328308,32.54076547,2.482614587,80.78617903,32.08637753,0.185346346,3.194292153
7.468558865,7.097061527,48.31385562,52.69461904,2.482717526,130.8258542,17.9886459,0.329496514,3.152802398
6.768633679,6.999806061,41.59280581,37.7490917,2.483425903,93.74707214,10.19523261,0.57544165,4.370149853
3.092844098,5.382162002,61.062908,35.14886013,2.485234428,87.35315729,14.44500186,0.251916391,3.5655027
9.457370229,11.71351007,22.0545668,24.07406735,2.487293895,59.87928074,6.65751104,1.30186216,5.893626069
4.380189296,7.272421233,28.9348642,15.21456428,2.487593174,37.84764625,16.69772313,1.818513068,14.44930213
3.504803554,5.080208545,70.0344319,60.61642478,2.488951641,150.8713499,45.29570186,0.420074718,4.811117312
6.167153918,7.289316097,35.48402937,27.62336447,2.488964564,68.75357529,16.39112812,0.930326545,8.655387411
2.844318019,3.872360008,39.92647915,14.95682951,2.489768676,37.2390456,32.28727066,0.830133201,12.12591814
4.621453375,4.748875541,45.4165926,29.46280566,2.491429115,73.40449182,35.30227631,0.216533187,3.144172666
5.971675241,7.206969025,34.01389962,25.32157576,2.49170712,63.09395061,14.12407709,0.738082608,5.786373785
6.140023364,7.228539861,35.50804505,27.52623907,2.492574607,68.61120454,16.7372899,1.344151984,11.72872501
6.305399036,6.041441429,27.57147225,20.68667434,2.493119807,51.57435753,11.26656011,1.192286288,9.296794394
6.224850585,6.523892317,61.71719792,72.69092396,2.493845956,181.2799667,30.86975469,0.225750806,3.133356469
4.971715777,8.08257337,41.96870076,28.09612775,2.49387845,70.06832752,13.00521221,0.171336352,3.191542658
7.22843,6.27055789,48.1554788,50.71741381,2.494076572,126.4931136,15.82527337,0.348618895,2.933936176
4.418117554,4.199662748,56.69869712,42.25824061,2.494389125,105.4084958,37.10001681,0.198246086,3.409737077
3.598189325,5.044060409,55.31034329,32.6628257,2.495058253,81.49565284,25.66787159,0.24553491,3.784650105
4.58535226,7.085027053,30.94438552,17.27312635,2.496549021,43.12320666,4.195228225,1.550782242,13.158893
8.08030433,7.096558897,33.86099028,34.06590518,2.496842087,85.05718577,13.31196154,1.049086083,7.141998975
5.666280266,6.592017201,33.95219295,23.97085,2.497260868,59.86146567,12.04816087,0.695050263,5.396439269
5.706043864,8.197792949,38.53413385,28.55296216,2.497302357,71.3053797,16.32204842,0.417875512,3.659258466
6.861840207,6.585255191,26.62295329,21.61159743,2.497434816,53.97355584,15.29005146,0.847871137,7.058475371
4.992641933,6.279273397,22.46793855,12.9731921,2.501632991,32.45416536,7.557523712,2.156993392,15.80114183
4.071683369,4.187775778,48.77619313,29.19889796,2.502772661,73.07820354,40.81507535,0.341257774,4.217200586
11.69844762,9.995956138,14.84652613,19.48433386,2.505812454,48.82408644,6.873997276,2.86382669,13.5472198
16.20518403,14.53065081,38.59050518,81.2543549,2.506000273,203.6234356,9.691913677,0.795594548,4.011236416
5.126582557,8.832986039,41.73082163,28.73029082,2.508742069,72.07688924,18.06704793,0.418852411,3.297067806
5.318526631,5.737007731,35.12499534,23.50784953,2.509300285,58.98825352,10.47266276,0.615396372,4.912698753
4.45188959,5.715027502,21.75673172,11.16352501,2.510294161,28.02373165,12.05511916,1.893294548,14.97389248
5.693932048,7.140266044,64.07900044,73.60915367,2.510365019,184.7858445,30.94560939,0.307218108,3.322812723
9.133174354,6.457642004,25.87411405,27.83283373,2.510931814,69.88634769,12.7447769,0.940905866,5.850214037
10.298208,6.067755915,16.3451863,18.97663309,2.512682172,47.68224765,8.501999782,2.849509552,16.90163394
4.170895889,5.106288547,50.25005421,31.50996613,2.513389585,79.1968207,33.00806311,1.310597894,12.72183095
3.422339889,5.810060567,64.33848048,44.75724118,2.51346764,112.4958774,31.36535931,0.314695431,3.862941798
10.78004937,9.122816376,19.53364662,24.03030325,2.516796893,60.47939256,6.77798108,1.156648156,5.24334515
2.775739443,4.095205662,41.82976622,15.60990505,2.517728527,39.30150326,31.26693566,0.520177622,7.788962284
7.588663138,7.442340592,37.00711823,35.93948147,2.518814797,90.52489774,13.19732349,0.558540457,4.560886331
6.735935013,4.550698397,52.82907203,55.81744949,2.518962264,140.6020489,14.45478837,0.381163763,4.26808108
16.0466585,10.18181285,36.25325343,73.93611339,2.519672451,186.294788,7.005267022,0.88978785,4.579783785
3.141384959,5.225580274,59.35975527,33.32153276,2.521897768,84.03349909,10.60697741,0.329736888,3.947459665
4.241473552,7.10750682,33.18573952,17.4297762,2.523532426,43.98460543,3.522274926,1.424296355,12.84487193
7.737223278,7.246378626,17.96842373,15.76616348,2.523689169,39.78889601,8.762661523,1.831847847,9.048390323
4.197540103,6.272131825,26.4585189,13.12572044,2.5239713,33.12894168,14.25157942,1.413629043,12.89401286
11.12183993,9.519608403,21.92286891,28.12421812,2.524871061,71.01002443,9.588514386,1.751733964,10.00279479
3.975724597,6.512793982,61.19584262,45.43103244,2.524896182,114.7086403,34.30137172,0.410864196,4.847304214
4.367477262,7.31104455,29.21827054,15.34811632,2.525109165,38.75566918,17.92730088,0.732632304,7.334026895
4.566835527,6.379221898,26.55221097,14.33909972,2.52568284,36.21601809,8.044744749,1.241790498,8.419031952
3.827145447,4.006036848,48.76442054,27.43389067,2.527021699,69.326037,30.72141961,0.508851051,6.569368677
5.493294367,9.626351672,50.92494223,42.5089695,2.527834326,107.4556323,12.95389829,0.360902977,2.827439073
12.85569835,9.22215407,46.45890073,84.99662069,2.528658514,214.9274285,10.07779196,0.466570967,2.876296024
7.824098123,7.326577049,37.54415269,37.78221737,2.529324863,95.56350176,15.1284104,0.940637391,7.969708876
3.685360665,6.075913,27.68557421,12.14963275,2.530541853,30.74515418,10.01320701,0.759524731,7.352788744
3.335838143,5.916108061,55.2694035,30.23512509,2.531875162,76.55156225,34.38727659,0.336125598,4.330727279
7.859372181,6.155616427,31.63316968,30.41936469,2.533018319,77.05280802,11.89090764,0.553752912,3.54727062
9.528010241,5.984583115,22.35223089,24.61671784,2.533889503,62.37604295,10.69556619,1.681306826,12.32374438
6.657901009,5.840692826,59.97016372,72.3695219,2.53461439,183.4288316,25.09620568,0.219635134,3.084601582
7.165367306,10.16148486,29.15254704,25.11266012,2.535295298,63.6680091,13.69663473,1.005604861,5.468754502
7.314988705,6.144939932,22.87494586,19.39118827,2.538739401,49.2291737,10.22799898,1.583009431,11.23711652
5.68805708,6.613811943,33.77114298,23.89919532,2.543016858,60.77605661,12.10251241,0.616895475,5.054966993
7.561528206,6.856294394,35.66278165,34.09296963,2.544632391,86.75407481,13.32374109,0.851566058,7.063946824
3.706667129,3.198425997,48.58160025,26.39985695,2.545358422,67.19709822,37.18282114,0.313562207,5.331219138
6.077521306,8.669080666,20.1891681,14.04158733,2.545964735,35.74938617,4.41105238,2.679524237,15.94309036
18.35744074,12.37719056,25.99159409,56.23569239,2.547400153,143.2548114,7.137597335,1.354926613,4.536849652
2.485623189,3.382238408,43.34228579,14.73908801,2.547457905,37.54720627,36.55863424,0.224086699,4.211613246
22.00583729,12.03059848,17.07000586,42.45718768,2.54772725,108.169334,7.599805343,1.88112585,4.958526745
6.770551652,6.4227693,26.60102523,21.30371308,2.547970184,54.28122573,17.19054789,1.085084571,9.85775764
5.102429123,9.134797267,43.73390122,30.67304367,2.549943174,78.21451833,22.84378502,0.771533568,6.148278708
2.992718233,4.479078293,66.79117411,43.85390216,2.551017089,111.8720539,43.43040008,0.198136787,3.542781522
4.424943899,7.079520804,27.865403,14.69930667,2.551055988,37.49875429,15.46905244,1.269219525,10.46795371
4.606607605,7.873235866,68.12312545,72.08493993,2.554426716,184.1356964,37.59825988,0.335061761,3.206868211
2.338493878,3.201234789,44.13317757,14.2551995,2.554693161,36.41766068,39.07345723,0.992009761,16.24045354
2.581494098,4.360468303,46.27948979,16.96110668,2.555008768,43.33577628,17.19921644,0.921915852,13.85490752
4.710481912,4.570950351,44.09314867,28.67446241,2.555049735,73.26467758,37.00233673,0.493384892,4.844144853
3.985827635,6.278416564,28.18486957,13.41979708,2.55607839,34.30205332,14.79248413,1.785893099,16.60595042
4.094133493,5.16422717,61.69531793,47.76567153,2.556144465,122.0959569,21.26316132,0.215081713,3.157522948
11.73873866,6.160970361,22.18677765,30.07968569,2.556199205,76.88966864,10.86185571,1.71402264,11.5291471
5.468789665,10.1021554,51.19122187,42.72358046,2.557964947,109.2854212,19.42638734,0.335070201,2.870211904
11.56843419,6.302679212,23.21245075,31.17222188,2.558410955,79.75135396,9.565421389,1.735019159,10.69735928
4.132596899,4.211532397,50.51983376,31.52134693,2.559707833,80.68543865,27.35426913,0.51657532,5.616875752
3.182405735,4.555417525,64.89953223,42.68522395,2.559717865,109.2621303,40.78124266,0.195572184,3.193317187
14.01935805,13.39835842,14.23174868,22.34118423,2.55991315,57.1914913,4.777329259,3.262445943,12.0032078
5.430955782,7.780810955,38.06645133,26.72414965,2.56080156,68.43524412,15.17132113,0.566878366,4.569213387
6.154687654,6.848401662,36.45523164,28.56833332,2.561465658,73.17680473,7.267555487,1.552973673,11.65413477
5.352782312,7.557568823,38.18549202,26.45239896,2.562209923,67.77659911,16.23454354,0.647337596,5.465527494
7.369188221,5.542133609,13.53746876,11.14815033,2.563494819,28.57822561,9.112871335,0.991227983,4.015924916
6.141924424,6.808145929,36.40351731,28.45528481,2.563754867,72.95237494,10.67455146,0.842671428,5.784234259
5.370097473,8.635063452,22.38216645,13.89488283,2.565603912,35.64876574,8.76298107,1.399115072,9.742655847
7.253870158,6.008525435,22.6643504,19.03213181,2.566391063,48.84389299,9.810026182,1.735443394,11.51163651
4.510336446,5.728837532,57.03576799,43.69836205,2.568303378,112.2306509,39.41651333,0.239149926,3.167480704
9.871202348,5.776989524,13.51528615,14.9078094,2.568490828,38.2905717,8.826901341,3.93011412,28.20058393
6.260013917,11.75641763,60.96652494,70.86063072,2.569616016,182.0846116,22.16149106,0.490121139,3.157655534
4.56683602,6.379222208,26.61402227,14.3778081,2.570114111,36.95260747,8.562738349,1.522835416,11.4706885
4.382614925,7.162413603,45.34884905,27.87415896,2.573216512,71.72624609,32.10297179,0.450335287,4.259885312
15.95312005,14.68908473,38.71310814,80.34216458,2.573451933,206.7566987,7.351058266,0.6064758,2.938498853
7.723139973,9.851751673,27.38801217,25.14056808,2.574225034,64.71747973,11.15923244,1.258148907,7.42083689
3.446972661,5.950222579,65.74573557,48.06935187,2.574982296,123.7777301,23.60384987,0.615364201,7.435716369
5.331266598,7.521174593,44.00323218,32.35165339,2.576927375,83.36786126,6.838639133,0.783783501,5.046349258
5.79852369,8.682264045,22.19231782,14.86241489,2.578206942,38.31838123,4.115896976,2.323767244,14.33300904
5.208295912,8.496747433,41.45349884,28.90504422,2.578432626,74.52970908,19.7309,0.436001394,3.77216488
6.468887412,5.127173494,21.61585563,16.10559287,2.578625515,41.5302927,13.18500668,2.07300196,17.62859395
8.197340303,4.938388682,57.13830649,79.73207432,2.57915039,205.6410105,24.16456474,0.335381043,3.598818247
4.269167092,5.897564748,23.93806482,11.90807287,2.584388314,30.77508436,11.64882745,2.658982789,24.74893822
4.434428093,5.031931855,56.21741443,41.64763404,2.586134717,107.7063923,30.33876953,0.229091645,3.484231367
2.955387608,3.580631851,37.53631708,14.26739457,2.587114314,36.91138071,32.29897836,1.142985355,16.07497618
13.84983887,11.20451735,17.95536797,28.1999458,2.588806459,73.00420183,5.846539366,1.946500099,9.124389725
3.42297413,4.433253456,58.20300035,34.69158776,2.589174402,89.82257098,12.83091158,0.368404373,4.315615885
6.847626239,7.5255989,45.57472721,43.89683555,2.589781573,113.6832158,11.5167607,0.844129224,6.671198459
5.03173402,5.493452347,54.11578216,43.70018511,2.589840122,113.1764927,38.03461865,0.394163597,3.811200572
7.801205779,8.831300425,47.81969028,54.09492851,2.592031466,140.2157568,20.30771918,0.332062323,2.84741505
4.241474981,7.107508591,32.95780036,17.27880219,2.594223735,44.82507874,3.546394541,1.538255873,15.8388185
8.388270589,13.21113523,62.04356551,99.30588394,2.595053451,257.7040768,16.82132893,0.484994377,3.171815691
8.173835329,9.091614616,26.35005982,25.43842357,2.595954863,66.03699936,5.870912188,1.498455889,7.962957666
9.618878551,11.41037883,19.44785292,21.34004966,2.596517979,55.40982263,7.37943995,2.944886645,17.87794404
4.751642659,5.051556761,54.87355446,42.43835945,2.597679293,110.2412476,34.72761884,0.424855856,5.580428347
3.425350058,4.522478599,53.04719299,28.60980267,2.598033564,74.3292276,40.16504041,0.260616988,3.569808647
3.442176121,4.904835425,53.67096203,29.41147014,2.599077173,76.44268065,33.09273502,0.220341519,3.421539009
5.171252499,8.34958916,40.94386495,28.18896896,2.601576449,73.33575777,26.9214517,0.473584753,4.26790949
9.948732938,7.31155674,15.62035916,17.47697671,2.601634931,45.46871312,8.329808081,2.060426903,9.185949677
9.238228171,7.96609338,24.00000361,25.84352581,2.60168754,67.23677909,10.53931423,1.674077717,11.46131751
10.18150376,11.26671717,17.93250191,20.70256418,2.603089084,53.89061885,4.619860598,2.565548554,10.74318382
10.39021186,9.289659477,22.0323697,26.41921011,2.604028949,68.79638794,9.64603559,0.955243424,5.056967695
10.85447253,8.431298472,13.27532113,16.09093912,2.607584862,41.95848928,7.071410591,1.941256411,6.797288099
7.324698854,5.563543263,14.25285672,11.6906535,2.608296035,30.49268517,9.847200258,3.990127663,33.82838014
3.270788005,5.528771385,54.7750156,29.10589964,2.608372674,75.91903327,39.22834821,0.344548867,4.712346543
7.730544727,8.382626337,46.27523668,50.78419892,2.609262994,132.5093309,15.98333992,0.382137468,3.118309527
7.703622258,7.782221471,33.52014627,32.06191755,2.609620365,83.66943297,8.625727138,0.569859108,3.468351999
5.267649519,8.57136677,40.48650202,28.254554,2.609883293,73.74108845,21.53261485,0.521859889,4.237238456
3.142665847,3.429369881,34.9501469,13.8006753,2.612047281,36.0480164,31.42281214,0.553475587,7.258601725
7.296850165,9.959468928,29.73812747,26.19138103,2.613260499,68.44490147,12.32284999,1.008461082,6.469533337
5.156858593,8.429978624,41.42512166,28.59102168,2.613404288,74.71989867,18.51534705,0.570600086,5.139821384
7.27787088,9.317552645,38.28509691,36.09465638,2.614473847,94.36853511,14.97176594,0.355782947,2.880898048
4.258572439,4.739042846,65.04254571,57.49285147,2.615272467,150.3594715,39.86411974,0.420624049,3.980786931
4.377465999,4.660538752,47.1815436,29.68289713,2.616374007,77.66156051,31.84817684,0.176411478,3.185399045
3.358956703,5.651434008,66.68360206,48.96655894,2.616723815,128.1319609,9.878268895,0.174932985,3.191574625
11.7816429,10.91446563,41.22460358,64.86124986,2.617732426,169.789397,9.383274389,0.578420016,3.472303759
4.365599036,6.619179862,65.55310044,60.33747675,2.618351793,157.9847405,24.48636397,0.499891211,4.334615756
6.569811714,8.901468753,56.59260353,62.58582999,2.618379923,163.8734807,3.408972684,0.368911786,3.270665816
10.17527764,11.24321878,17.88790077,20.63493811,2.618669829,54.03608986,4.38685489,2.792423099,12.38853436
5.337226556,7.549122934,43.85825377,32.22421524,2.618753356,84.3872718,7.573233069,0.856934455,6.525257394
4.042933137,4.847505472,48.25207667,28.4631711,2.618764474,74.53834128,39.26050856,0.213765622,3.244981044
4.107709273,4.520213175,47.15798387,27.8307569,2.618952263,72.88742375,41.02562539,0.442116582,5.166037274
9.596153682,11.35040531,19.38804695,21.21887668,2.619124212,55.57487366,6.754559594,2.312829239,11.94964681
6.573515513,5.871933462,23.87373821,18.28015592,2.620932734,47.91105902,14.57914346,1.262814144,9.731576824
3.93585904,6.422100179,28.67873436,13.5272053,2.621242091,35.45807991,15.67586159,1.887225976,18.77408729
4.187386981,6.443178178,29.48964116,14.87927566,2.621533989,39.00652687,9.697755921,1.590958083,14.10964954
3.9902178,7.130319285,34.62462127,17.31142167,2.621648259,45.3844585,5.197292311,0.959944442,8.713817073
4.27437867,4.849433603,48.42055649,30.27131246,2.622766008,79.39456936,30.07096032,0.676886007,6.463294564
12.18529776,5.607302712,45.82985898,78.81306515,2.62327469,206.7483191,17.35013652,0.549953662,4.411233223
3.696995041,5.220428132,52.17802396,29.92281814,2.623514266,78.50294028,37.56220311,0.220584236,3.326660351
9.158201175,5.813232163,20.24003774,21.21724741,2.625046198,55.69625464,13.84162091,2.196621609,17.44565324
8.143576704,6.428391372,41.67056974,45.54154541,2.625290855,119.5598027,18.3544035,0.395051532,3.633945521
6.565456504,9.003914777,52.16859605,53.12158543,2.625484156,139.4698809,16.00995535,0.484878664,3.204076421
6.400813588,5.706103695,59.40150395,68.00814924,2.625749141,178.5723394,28.77417943,0.264677108,3.541014762
10.00089658,6.548880902,32.49639069,40.02632915,2.626837937,105.1426799,14.03086572,0.741146983,4.682862185
3.583777391,4.273579157,50.49173215,27.30792762,2.62859963,71.78160842,43.94598245,0.295655515,4.953148554
2.581494174,4.360468537,46.21561624,16.92329688,2.629184167,44.49446422,15.54208963,0.507142411,7.33261554
9.70825371,8.286394808,46.69803633,64.72586402,2.631448815,170.3227981,14.95967861,0.610960658,4.708135347
5.541425514,8.698002254,23.98616458,15.4918117,2.63223515,40.7780913,4.444048812,1.901366991,13.1836028
5.345354891,7.341551713,39.82043909,28.00298368,2.633688262,73.75112941,20.30609585,0.480081888,5.162036701
5.368500814,7.380521115,39.79156962,28.09544011,2.63411395,74.00659073,19.45817938,0.57896675,6.578572769
8.208188765,10.90344033,39.09830973,41.91017803,2.636186132,110.4830301,14.1419556,0.792399257,5.053451577
7.509347361,6.786896744,39.31311805,38.63657076,2.636706129,101.8732829,11.47616553,0.758109861,5.555672568
9.760835457,6.827782289,33.17160799,40.08927294,2.637813025,105.7480063,15.3451441,0.952876244,8.111137079
8.061126507,9.114796264,21.75522285,20.21247421,2.638729623,53.33525445,8.637559519,1.470116676,9.158976028
17.24145444,9.830765339,19.24927184,37.82942257,2.641653267,99.93221773,7.610362027,1.687796682,6.170795575
4.148628551,5.483279954,58.199488,42.04028629,2.644498881,111.1754901,40.37096164,0.156591119,2.987137333
3.778398609,5.038871979,71.74970494,71.99371694,2.64479464,190.4085967,55.16038563,0.160021902,3.755225661
3.264976324,4.98973719,55.79846147,30.18435486,2.645843099,79.86306702,29.90387281,0.2805264,4.180839636
7.870471016,5.691572383,41.3423734,43.50915739,2.646085241,115.1289392,14.08934727,0.748473623,6.205336073
3.565279619,3.368669714,51.78839139,28.45512539,2.646583026,75.30885186,27.71570735,0.289119466,3.357084632
4.88311688,6.696901313,38.72480471,24.60235498,2.64981897,65.19178691,12.5742708,0.427313995,2.994448639
3.348629618,5.208434534,74.46689855,75.69815513,2.649989015,200.5992796,50.60227297,0.33996385,4.869399334
7.342399274,9.438034042,29.51938726,26.12177739,2.651959258,69.2738894,11.59129386,1.491490536,9.996600599
5.756719685,6.525570268,33.60732947,24.03831714,2.65306948,63.77532557,16.46367809,1.591769296,15.12565815
6.124224127,10.93908234,55.32219328,55.61766778,2.653573162,147.5855506,20.42063344,0.431202677,3.178514779
7.658818227,9.962034078,36.23347857,35.26301293,2.654000718,93.58806166,10.54192734,0.5545765,2.993043887
7.784002828,6.781709297,34.07127871,33.07768717,2.654051669,87.78989084,15.40395105,0.569581049,4.748963643
4.406949361,5.427864421,57.01425043,42.66159316,2.655137637,113.2724017,36.75577667,0.296860092,3.754086693
5.537038593,6.525491081,63.40984354,69.50432562,2.659810778,184.8683544,30.66799446,0.215078665,3.088272427
12.32036285,6.584680567,29.45680741,43.72010237,2.660202645,116.304332,10.75901895,1.084357353,6.061593716
10.35616475,6.254897642,26.63702642,32.63709149,2.661093119,86.8503396,12.6389103,0.805948229,3.840977412
13.95400683,12.17700871,21.16512239,33.94574254,2.661143137,90.33447979,7.883126482,1.297062948,5.00262178
7.695543674,10.39822025,23.41841621,20.94246143,2.661373502,55.73571192,10.08523202,0.831563504,3.211372394
11.40968836,11.82450467,26.95349378,36.45419915,2.666362601,97.20011325,5.224714145,1.371352902,5.528152023
4.662585434,6.505150573,40.87412889,25.35374966,2.666484574,67.60538236,18.14256504,0.434372698,4.917872386
4.516255749,6.049850876,41.04140972,24.7033195,2.666522356,65.87195373,6.953651946,0.438283635,3.509691278
11.50534388,8.305228095,12.52204211,16.05553311,2.670382487,42.87441444,5.806692521,3.710913919,20.05946551
11.87362645,11.95597863,27.72429957,39.20844857,2.670766965,104.7166292,6.189158144,0.896615553,2.886435907
3.884746166,5.881776557,59.58659113,41.58111871,2.671035192,111.0646314,39.18420326,0.249640648,3.449827923
12.35476444,5.881247046,26.3489136,38.44828168,2.671225503,102.7040306,11.12193209,1.425045987,9.254217092
23.86969889,15.62860174,9.114866572,24.06245693,2.672580325,64.30884897,5.063395141,3.071774401,6.213411797
8.130390563,5.40620945,26.28386983,25.22976424,2.673711958,67.45712235,13.62810643,0.754560073,4.85900804
13.99527039,8.410069295,10.40567249,16.14806935,2.674543898,43.18872035,7.834091811,3.911030222,16.99585217
2.844318097,3.872360426,39.55060637,14.75855735,2.674894735,39.47758735,33.16224781,0.689776852,8.983124007
14.41061599,7.698904566,15.93856059,25.8581941,2.676467402,69.20861359,7.907812916,1.59559568,7.0211075
8.805995303,8.297073494,27.15716498,28.38333285,2.676501254,75.96802594,8.585518359,1.156692371,6.111566881
4.508824745,2.711754703,38.19721546,22.29111036,2.676587904,59.66411636,17.7656388,0.432422145,4.31177192
10.19746835,10.309895,37.80707702,49.71246712,2.676813864,133.0710212,12.74087878,0.645262748,3.789333546
5.876228662,6.721090541,33.29787696,24.25089039,2.676982888,64.91921858,18.57820966,1.120351329,9.719452731
8.040095888,10.58783472,38.18496455,39.73182215,2.677404003,106.3781397,12.8260915,0.42312425,3.066333534
2.521705164,3.184821862,77.20602612,69.77309331,2.678107038,186.8598123,59.1510134,0.105153603,3.227882913
10.36161938,5.590213657,25.59049972,31.17932625,2.679589174,83.54778508,12.54714195,1.645451179,12.31297175
5.867012507,8.76135009,48.54724926,41.73593929,2.679608682,111.8359853,20.06517945,0.253861988,2.850890662
6.606533236,7.622110736,41.55977107,36.8022799,2.682788668,98.73273949,18.2209514,0.481652879,3.923736144
10.25850256,9.945621796,33.66508314,42.93012826,2.682804735,115.1731514,9.303808611,0.606178889,3.279646156
3.700616965,4.597491186,63.87182338,47.40352757,2.683995677,127.2308631,17.61664999,0.256167375,3.4358049
4.922359616,8.109799323,40.9614617,26.84888367,2.684000408,72.06241472,19.73041498,0.427242692,3.96625556
4.18738771,6.443178811,29.39155081,14.81988673,2.684945995,39.7905955,9.66698075,1.309642842,13.30717226
15.71187675,13.1533533,32.68533072,63.34183366,2.686237466,170.1512067,7.504472932,0.838017665,3.393347471
6.323344193,7.983816505,46.65077968,42.08874122,2.687532353,113.1148537,18.50999365,0.361893376,3.865114101
4.169059824,6.913346181,64.67514225,55.35372973,2.690366127,148.9217995,36.48431786,0.30490864,4.039507697
4.364456885,8.171976625,51.93138894,35.01294106,2.691537841,94.23865578,4.180195032,0.556275177,4.604679605
5.093739994,7.236539871,38.40498268,25.37131295,2.693959837,68.34929809,16.29835328,0.794827482,7.100644011
3.624661549,4.673504903,53.2313671,30.47796776,2.694508187,82.12313365,28.83408705,0.337022442,3.894374455
