Radius (A°),Coil diameter (A°),Pitch angle (deg),Pitch length (A°),Number of turns,Total length (A°),Yield stress (GPa),Failure strain,Toughness (GPa)
7.840507342,10.88567634,44.81550256,48.9471131,2.990640008,146.3831947,16.40379315,0.334233897,2.683858028
6.115425301,6.471924033,52.83539107,50.68719465,3.941093365,199.7629665,22.51781602,0.255277393,2.685695243
5.657119808,7.735611688,50.97156209,43.84957003,3.254426089,142.7051847,25.40973453,0.230403609,2.68651546
5.549443621,10.24539572,43.08258641,32.60919661,3.45238158,112.5793897,26.52488978,0.253540675,2.687242982
3.427234036,5.381563672,51.14037724,26.72582919,5.790341144,154.7516684,38.30897312,0.154253197,2.687724431
4.194285983,3.270187826,60.01393083,45.6712005,4.787430093,218.6476797,41.12357082,0.124782518,2.689365215
3.911812144,3.081082383,45.40645853,24.92986176,6.464328107,161.1548061,52.82083322,0.101267272,2.6913385
4.026673413,3.732673779,44.74356574,25.07487332,6.643351625,166.5812004,35.13831063,0.20027735,2.691717095
6.673618052,9.540104036,50.01028296,49.99032753,2.102723503,105.1158367,6.443796994,0.389527383,2.694006913
4.243440797,7.05302186,59.74574552,45.71084352,1.58817198,72.59668087,32.92652176,0.249012064,2.695734008
4.202865849,5.135465889,53.10668402,35.17988123,5.144916304,180.9975445,39.60118844,0.161363477,2.695946244
12.65382425,13.51520133,16.69419943,23.84426654,2.752337871,65.6274778,5.167982257,0.91489601,2.696459563
3.309102388,2.777428404,55.51454372,30.26857319,4.781112478,144.717453,36.10237959,0.139631377,2.696909175
10.21276626,14.21818493,40.47669702,54.76012963,3.708411532,203.0730962,13.17673363,0.419218288,2.697066711
11.31598882,12.83267958,43.03937483,66.39365627,3.32031129,220.4476065,13.44985432,0.549958611,2.697692813
4.644200797,2.15109301,46.80155585,31.07563339,6.11657931,190.0765762,47.93612346,0.154790927,2.698371576
5.168697959,5.334955058,46.19150351,33.85549068,4.132305655,139.9012356,38.49090306,0.205078175,2.699903448
8.339660565,10.77763025,28.82113955,28.83212311,3.419476448,98.59076592,13.52104906,0.484464681,2.700246906
2.120660571,3.700096165,71.80529754,40.53933949,5.510306439,223.3841834,49.26364642,0.109477768,2.70133976
2.742153887,2.911127188,58.41633026,28.02398304,4.216527722,118.1639014,38.34441254,0.12920115,2.702475153
4.044464255,2.887443768,55.36090855,36.78324551,4.789310831,176.1663961,46.52905945,0.125146289,2.702686685
10.56548149,5.909310791,65.45556922,145.3694803,1.468622988,213.4929606,37.12239821,0.185234648,2.703067652
12.21159665,17.34668869,39.6746821,63.64333182,3.809143979,242.4266142,14.07119717,0.569954099,2.704008237
3.907180268,6.577357144,64.9026427,52.41394425,2.888172755,151.3805257,37.88774092,0.164738946,2.704947012
6.330910664,6.509528601,55.71528528,58.3462151,3.473490876,202.6650458,19.74318338,0.266002938,2.705711883
4.086539527,7.566616906,60.49502021,45.37383185,3.693733641,167.5988491,9.239453267,0.265793045,2.707315062
4.635682179,6.810633959,45.79662768,29.94827033,4.996925783,149.6492842,34.34194183,0.238899021,2.707617615
4.6004865,6.205722579,50.99492286,35.68911129,3.982394042,142.1281042,42.11871227,0.134555444,2.707915071
7.129957373,11.84211105,44.42358176,43.90640338,4.384029351,192.4869611,19.95533908,0.335096755,2.707986407
2.753679267,2.724694322,62.78160299,33.63923957,4.300043642,144.6501982,52.11618645,0.100198447,2.70991912
3.776595156,3.207453432,52.28303913,30.68302325,7.431341978,228.0160387,40.55554268,0.172473704,2.710135144
11.2477614,13.76395928,39.67203289,58.61458383,3.327854826,195.0608257,11.06550184,0.430271817,2.71029756
15.96159163,16.37105629,33.31759163,65.92206625,3.228642493,212.8387843,8.601869942,0.570182698,2.710999564
6.980184173,8.650924157,44.39917616,42.94748639,2.49155026,107.0058209,19.01786711,0.285262408,2.711066571
5.045344013,8.179052534,54.2577126,44.04773618,1.668986247,73.51506587,26.61753628,0.224556187,2.711734671
4.896259865,8.471122771,42.67719682,28.36564059,4.076680614,115.6376571,30.56064882,0.178446659,2.711813455
4.385116656,3.278535705,39.31092673,22.56023633,6.995488111,157.819865,48.42097484,0.129430155,2.714334023
4.248558637,6.453547216,52.58046166,34.89026721,4.265234267,148.8151633,39.7317781,0.169018538,2.714415836
3.958827269,4.103353727,60.61144839,44.1649503,4.109122189,181.4791773,43.90512978,0.179828589,2.714861263
2.816277555,2.647703382,58.61183095,29.00284607,6.120401882,177.5090737,51.43090496,0.100110779,2.714877536
2.445087046,3.868945628,67.19004674,36.52921342,5.1370913,187.6539045,43.49152939,0.12973293,2.715485582
4.564307276,8.480535607,63.74009113,58.12867386,4.534589052,263.5896481,29.71209178,0.215065467,2.717180868
4.141126296,5.353933052,49.05923172,29.99453853,4.080793075,122.4015051,28.41724031,0.177415153,2.718441656
2.470156593,2.045049125,55.57576264,22.64649122,6.440546015,145.8557688,43.98420751,0.114588862,2.718949531
3.758100134,4.55242647,36.78221033,17.65322896,3.966299022,70.01798474,37.8899708,0.124397791,2.719560618
4.146461642,2.320739602,40.8274686,22.51014047,4.185361903,94.21308433,44.94197116,0.110983127,2.720187855
6.708978049,5.432704918,66.09597891,95.10732798,1.407345095,133.8488315,39.14948921,0.160077029,2.722020319
4.030028376,4.42401178,54.75635318,35.83740414,3.145853574,112.7392259,40.40852817,0.150371713,2.722218437
3.699343121,4.357011751,52.20237396,29.96810761,2.678892378,80.28133505,30.6473554,0.176111827,2.723296978
9.995375603,13.37770064,44.85471999,62.4851146,3.679510949,229.9146634,10.22825579,0.489819031,2.723987791
4.739007817,7.551378897,47.53529957,32.53509185,4.527411003,147.2997328,39.19664489,0.171035298,2.724438071
13.4164526,6.381410326,28.5884331,45.93871862,2.279884377,104.7349669,8.64964208,0.699504664,2.725704564
3.0265298,4.833605784,55.53179169,27.70172817,7.884777509,218.4219633,45.57172872,0.144990314,2.725945588
3.70273003,4.186651206,62.58141718,44.84701078,2.837351581,127.2467369,23.86527891,0.129872177,2.726334483
4.292238049,6.864556891,42.78666233,24.96184143,4.760893786,118.8406758,30.06964382,0.241847425,2.727847786
4.710972171,3.758178969,50.11343914,35.41797509,3.133079351,110.9673264,40.40572352,0.219645616,2.728076829
4.667589525,5.236474649,62.70387747,56.83009692,3.270580786,185.867423,37.6303909,0.186072654,2.729159715
3.694762259,6.51322487,61.34494001,42.48190861,5.320339653,226.0181829,36.6721933,0.250335197,2.729280639
9.663492521,11.34755114,33.09280908,39.57039171,3.095590714,122.4937371,10.96560147,0.489786218,2.729812167
9.574062497,4.292467477,30.30224128,35.15525633,1.288339299,45.29189829,7.788636018,0.609280622,2.730851248
5.02462826,9.211203244,58.68031475,51.88446538,5.131289902,266.2342333,27.56780083,0.284889444,2.731168369
4.488761152,6.890659678,49.3816615,32.88453543,3.216540407,105.774437,20.24578852,0.23908817,2.732473578
3.617282376,5.604284778,53.67490385,30.91211086,2.537166872,78.42918361,33.84873603,0.188605874,2.732579611
6.146588576,11.10211344,43.54178293,36.70272189,3.093462524,113.5384947,19.60811101,0.35850989,2.733361972
3.965388203,4.237475997,46.800045,26.53210831,8.003426884,212.3477889,27.04378367,0.224684287,2.734411297
3.508044504,5.651155723,60.43380248,38.85375219,6.586784298,255.9212848,34.98728648,0.175164104,2.737089213
12.97338887,9.827959018,36.59067432,60.51720938,1.859748401,112.5467834,8.898831828,0.542725749,2.738932379
3.428081268,6.256483392,58.75944995,35.50882203,5.304576921,188.3592778,40.45393315,0.174555276,2.740355283
4.742260462,8.80706014,62.66158511,57.63481815,3.929547892,226.4787782,25.48531637,0.245219421,2.741937804
4.444939499,4.644543525,48.52367129,31.59358121,7.202503365,227.552875,38.50268829,0.259842806,2.742791054
2.433245461,4.034102036,70.16079307,42.37452904,6.08939798,258.0353715,46.85068739,0.135205649,2.744274171
2.818600954,4.542991641,60.96691055,31.90584107,3.467018526,110.6181421,44.1386675,0.125071997,2.745472319
6.82604552,11.99381268,56.37987211,64.50442604,4.326691721,279.0907661,15.01110259,0.374938294,2.747340188
2.76850995,5.097056177,53.55614772,23.55631898,9.055360974,213.3109716,48.9403387,0.109999799,2.747889658
2.133734923,3.912061831,69.18819116,35.27135993,5.54125261,195.4475153,41.50221178,0.135138278,2.74804367
11.55938592,12.23146489,25.98763064,35.40449503,3.221640156,114.0605429,9.970378741,0.66474799,2.749369442
3.69586507,5.523323525,59.32954978,39.15596477,2.823091288,110.540863,43.83544702,0.13486971,2.75095937
5.536688801,8.003666246,58.38966929,56.5243161,2.080438798,117.5953802,32.37549006,0.230684757,2.7524186
5.690547161,10.76523729,52.6207797,46.80045529,5.570656047,260.7092393,29.16544415,0.354859222,2.752955559
2.429606821,3.277069461,70.4220836,42.92332646,5.118363884,219.6972039,50.89980816,0.099806832,2.753810777
11.34132903,14.62552194,29.25246924,39.91136807,3.306232684,131.9562696,9.415605806,0.621349888,2.75519781
4.991987697,8.093269998,41.94797149,28.19016725,2.407482205,67.86732602,5.859903914,0.363272393,2.755396507
3.970539452,7.600998875,62.46281075,47.84810838,4.17375172,199.7061247,25.55061832,0.23004452,2.758004388
8.441881509,9.131564512,44.03106052,51.27757177,3.042221858,155.9977496,14.30199635,0.46776716,2.758400973
4.067843437,6.796566999,58.29707235,41.37884117,3.508826479,145.1911736,32.6102878,0.195236309,2.758534401
4.082903226,3.184664371,43.7634899,24.56959305,6.511968684,159.9964205,39.7684348,0.259784889,2.758869656
4.804913694,8.057354955,52.24483848,38.98388061,2.804103831,109.314849,28.16165406,0.285854445,2.759002965
3.368170375,5.64257536,62.59000978,40.8098369,5.476063635,223.4772638,39.77019617,0.145334661,2.760138459
5.362095828,9.243443372,40.9031725,29.18736125,4.061150041,118.5342533,18.91260178,0.30040781,2.760506358
3.464314931,3.083268994,61.2065309,39.60459626,4.711038904,186.5787938,30.02725773,0.139961586,2.760628589
4.665914048,8.619624011,50.95587872,36.14628721,3.108002033,112.3427341,27.85726987,0.200554377,2.761883425
3.815897781,4.739277723,62.38916929,45.84073695,3.3995764,155.8390875,34.80713104,0.190463941,2.761894131
3.704280374,3.965083979,47.01338226,24.97072908,5.672153774,141.6378152,45.89692975,0.128023523,2.762871002
4.852568022,6.758117152,49.43877347,35.62156616,6.067086001,216.1191053,34.10864179,0.299926225,2.763001303
4.8429964,8.318411579,42.67339668,28.05333404,4.195102775,117.6866195,20.41686624,0.33039433,2.763121438
3.85037004,7.355316273,54.83860354,34.34428303,6.609997895,227.0156385,40.34003561,0.13964652,2.76408074
4.160256508,4.255790543,43.70704018,24.98574988,5.390052521,134.6745041,49.43093371,0.111843969,2.765156557
3.316384487,4.640578616,55.29325205,30.08554019,6.265240964,188.4931588,41.57191808,0.15491573,2.765417161
4.48076968,2.651538079,43.43631482,26.65726893,2.588552111,69.00372977,45.72041666,0.150781627,2.766024824
4.307370541,3.71328959,50.85049424,33.24352466,3.309881028,110.0321116,39.13632632,0.167064807,2.766500591
6.461749488,8.434636864,52.97512965,53.82987903,4.399497052,236.8243941,26.35200262,0.239462836,2.76654717
5.50257312,6.425086653,45.52663841,35.21517414,2.841233078,100.0545176,20.89127279,0.261368991,2.768730341
3.432176713,2.319680397,53.50755625,29.15146759,7.939732117,231.4548435,51.01788339,0.104904079,2.770255644
4.076875482,3.454495425,37.14148186,19.40221969,6.351792299,123.2388696,46.97448883,0.1069113,2.770575109
3.876191932,5.426658304,55.8255296,35.87141811,2.322881652,83.32505897,20.38290331,0.206884327,2.77170371
2.865727887,4.993763712,65.31899913,39.18185154,6.462280277,253.2041064,45.79939835,0.165247035,2.773677098
10.27575332,13.03530301,45.24869232,65.12739328,3.288712825,214.1852935,12.81916572,0.449961138,2.773733435
10.15673718,10.74635139,52.20277528,82.28017383,2.794050343,229.8949479,20.53030694,0.579154922,2.774873504
9.510057426,10.93667249,47.12387382,64.35612878,2.559905297,164.7455949,14.13765634,0.465741004,2.775149202
18.01136773,11.50960239,12.1516368,24.36797961,2.842370415,69.26282433,3.835086405,1.432754834,2.775618397
6.553807385,7.087876429,54.92843666,58.65334384,1.766574783,103.6155182,22.47648025,0.294992924,2.77658833
3.746367505,5.64185892,69.70447318,63.64978474,4.049523857,257.7513218,41.10156922,0.154628497,2.777928997
4.182236102,4.258363808,39.09036418,21.34802285,4.730358156,100.983794,36.99916134,0.178674642,2.778363794
8.819810264,7.385341307,44.15744218,53.81016377,0.553279332,29.77205148,4.393405125,2.314322319,15.03466955
8.914763176,7.287242159,38.17632393,44.04050341,0.555279399,24.45478426,6.545241265,1.886287146,13.08876008
7.419792214,4.81717565,40.51684741,39.84089502,0.563137876,22.435917,4.32531629,4.986330587,17.36277347
16.62757065,7.861333242,20.96067011,40.02159206,0.606789899,24.2846978,3.600098611,3.294559015,15.83194502
9.032566162,6.675278126,37.14922997,42.99887953,0.641425381,27.58057269,9.49511666,1.041262892,6.648472942
7.928139148,4.651430506,30.62817845,29.49297519,0.643051708,18.96550807,5.397301685,1.941679003,7.48234011
9.032567371,6.675278146,36.9977257,42.76314311,0.644961248,27.58057017,9.98911507,1.892591626,19.3055638
8.337448358,6.525978521,37.07069189,39.57691141,0.653930655,25.88055559,6.588923738,2.106283752,10.70585341
7.906350306,7.207653854,42.42364708,45.39900495,0.664971036,30.18902334,4.614147446,2.320952804,23.33682928
7.906350224,7.207653383,42.33595924,45.25967437,0.667018065,30.18902043,4.250236772,1.78963093,16.09492207
15.2686245,7.105147803,13.61560725,23.23692753,0.671638637,15.60681834,6.204766452,4.092538464,9.540533408
9.033676708,8.170125549,38.73894288,45.53692189,0.684844,31.18568774,6.280448003,2.170513115,13.7874863
19.0486654,9.402941581,18.19033516,39.32848118,0.686703414,27.0070023,4.929146981,4.24661305,20.09092925
7.472204716,5.536364956,43.09197039,43.92198848,0.691789786,30.38478301,18.62917814,0.529115099,6.291713124
11.58500119,9.175795402,23.05398809,30.97880204,0.698729817,21.64581268,5.483344854,2.826953254,24.7902965
6.784832353,5.294964433,40.95726534,37.00221835,0.709318759,26.24636758,3.582979938,2.702052764,23.14911862
5.507459194,6.938376779,56.45298283,52.18842562,0.712690031,37.19417067,7.362555621,0.427956735,4.540763761
7.52560471,5.946319466,29.15786464,26.38094826,0.728167497,19.20974905,6.126294414,3.124380413,19.38855184
6.756992193,7.719209873,46.08504682,44.09468499,0.75109344,33.11922865,3.560962752,0.251133609,2.868279621
5.942537249,5.895443779,49.22140071,43.28924032,0.752292577,32.56617414,17.58952858,0.81431037,8.350724064
7.841303545,5.27305936,31.49818814,30.18954877,0.767363443,23.1663561,4.430597616,0.678547364,3.926472281
7.171338793,5.51366225,33.09315772,29.36582808,0.769794676,22.60565813,3.703509594,2.260798936,11.68676672
21.45758286,7.102541466,32.8160038,86.94013848,0.802171064,69.74086342,5.70777726,0.969710165,5.169475908
18.88099639,5.96692956,39.43302703,97.56065689,0.811209766,79.14215766,8.448821276,0.518920155,3.108979229
6.559312818,6.518340988,40.47343551,35.1665166,0.816293773,28.70620854,7.965831526,0.543044059,5.392138925
5.942540724,5.895443361,48.2326222,41.80825751,0.820167364,34.28976837,11.99022117,0.456518383,6.567755741
15.45298549,7.733646165,19.98829479,35.3168537,0.821163197,29.00090049,4.949205148,2.479613175,12.64706343
7.399924682,6.546877847,36.47929215,34.37856436,0.827431194,28.44589656,6.591755873,0.727198416,5.812296502
10.76571997,7.851047145,19.08664802,23.40584156,0.82800033,19.38004454,6.281972369,2.538046983,21.72629385
6.784828654,5.294961723,36.49778334,31.54223678,0.832102526,26.2463749,8.07381526,3.708401525,17.47611905
16.1046408,7.273005318,22.89996282,42.7435942,0.836126664,35.73905881,3.309145607,2.643391236,16.26678531
9.506550884,9.089418963,32.49657758,38.04809607,0.83698696,31.84576027,8.65713906,1.373088034,12.79656923
4.388555979,7.29084751,59.40714596,46.63854915,0.845556255,39.43551696,16.98972993,0.532823261,5.497828765
12.05937428,5.460279479,40.91235397,65.66374638,0.859039317,56.40773983,6.555402417,0.746372889,7.033025587
8.875433029,8.171675557,30.4192611,32.74291694,0.869866896,28.48197952,7.648643294,1.514030703,12.23417399
5.716026065,8.356422899,49.34754767,41.8250238,0.872798439,36.50481548,5.832892933,0.527683946,3.331826302
6.959521193,4.483753016,32.48168291,27.83813445,0.874064583,24.3323274,16.3847602,0.88334067,8.939910469
10.21782563,9.105895567,27.8263207,33.88677961,0.875465123,29.66669367,6.867390585,0.759117278,4.953879685
8.960592184,8.830309016,33.80093492,37.69160577,0.87817976,33.10000531,7.098629801,1.471764835,15.21527931
22.56767824,7.521922892,22.7447824,59.44519413,0.882385285,52.45356458,3.467741175,1.637037013,6.420539701
7.831487072,6.200191677,19.99146315,17.90146608,0.899956923,16.11054833,6.496446033,3.700167404,26.5809145
17.04306068,8.326867117,26.07278037,52.3971897,0.900590759,47.18842484,5.485686024,1.401228547,7.136365791
7.084475601,6.041259701,30.37126162,26.08566162,0.904883425,23.60448282,8.284662859,2.738579055,26.2696604
6.959521135,4.483753182,31.32410053,26.6122165,0.914329346,24.3323305,12.12820219,1.784730905,21.50852202
5.88239473,4.90594125,39.6163268,30.59386097,0.918965666,28.11470783,18.17451829,0.469550038,6.376711241
16.47089125,8.866021341,26.29877327,51.14501971,0.919099983,47.00738673,6.358276803,1.250094518,7.502210121
22.60468995,8.705390672,25.76479516,68.55209075,0.919445641,63.02992104,9.080829204,0.926854856,3.308650847
5.882393977,4.905941065,39.56577584,30.5389449,0.920618197,28.11470839,19.20888335,0.357882839,4.411700869
10.99923927,7.529719514,20.97771115,26.49810095,0.922017711,24.43171838,4.105691914,1.352826995,8.669638949
13.13534421,9.044416329,36.19924125,60.40246932,0.924057254,55.81533993,6.372789202,0.830179068,16.71719681
19.04052891,9.548108569,34.6510744,82.6882704,0.926413749,76.60355054,7.551772465,0.947384151,5.223703616
6.568273884,9.4360939,41.71628698,36.79099471,0.927457585,34.1220871,3.29436894,0.543041563,5.023799999
7.730248911,7.017326502,31.07877811,29.27511969,0.931698032,27.27557141,8.092358302,1.93983734,17.09930299
9.557817228,8.174203418,24.9818924,27.98032146,0.932940342,26.10397068,5.766487969,0.787649212,3.77772753
9.610449456,8.675902013,31.11375639,36.44587578,0.933061182,34.00623194,5.955334431,1.144133827,12.54867658
5.757207568,7.152251771,43.15524479,33.91613883,0.93833195,31.82459667,11.36804863,0.756417582,7.129970437
13.09654493,6.131604666,11.57079574,16.84759861,0.939733995,15.83226115,6.888285219,3.266779669,8.47792309
7.831488149,6.20019123,19.51729328,17.44171927,0.94448054,16.47336443,6.532283466,2.812988966,17.67363107
6.509977382,4.7954244,31.48730573,25.05316833,0.945447533,23.6864562,4.147429165,0.788490401,4.164751844
8.196904011,8.841646736,35.89491426,37.27474666,0.94557144,35.24593589,3.439862245,1.32066875,14.1043299
7.507186085,7.531853282,36.27649679,34.6193246,0.954537659,33.04544906,6.100815753,1.918156785,17.57402939
13.68104509,6.718209347,17.43761868,27.00039542,0.955161216,25.78973054,6.286827202,4.280793281,28.96329665
7.084475663,6.041259712,28.9966443,24.67059152,0.95678643,23.60448718,7.97569329,1.393145482,9.687425405
8.175680933,7.249520805,26.68500207,25.81922974,0.957414041,24.71969308,7.845598772,3.710061986,32.91050866
9.610449573,8.675902534,30.16286236,35.09208646,0.96905704,34.00623343,2.498699338,0.602032467,3.240177554
7.377484196,6.20075996,25.02576694,21.64065642,0.986772988,21.35441521,7.536654676,2.922848609,27.01004496
4.040942099,6.875503048,58.22856107,40.99547437,0.995083033,40.79390096,21.50165838,0.68381441,7.173646612
9.113097101,7.79147858,27.79408566,30.18183924,0.995202389,30.03703851,6.669612832,1.191549675,6.684770027
6.848115651,5.744690477,33.55545927,28.5395317,0.997377392,28.46468368,3.297114869,2.292565663,22.35698555
7.377485337,6.200760229,24.56812862,21.19138548,0.999881097,21.18886575,8.729649532,4.049419912,38.63756725
4.197018134,1.929939772,77.41500473,118.120769,1,118.120769,44.25148655,0.288629059,3.868175942
4.08527537,2.619613116,77.58948702,116.6451699,1,116.6451699,32.01614214,0.204766881,4.807300101
11.02001528,4.980976136,16.29733146,20.24392572,1,20.24392572,8.129653251,0.65262854,5.137556224
9.313502375,5.21338013,24.29148411,26.41162832,1,26.41162832,7.677615945,0.4318956,4.261648185
9.176659322,6.211318322,28.12236235,30.81577843,1,30.81577843,14.0050058,0.119580294,17.57106488
10.16866309,6.285497221,21.01228932,24.54140994,1,24.54140994,3.427184169,1.896111383,7.637481341
17.52783337,6.441379944,25.80299514,53.246327,1,53.246327,4.23730462,0.403035127,3.13515258
12.87315924,6.559352371,37.1490871,61.28142835,1,61.28142835,6.794082806,0.54750548,5.526613513
20.59777654,6.618631002,43.40966125,122.4274209,1,122.4274209,9.891364845,0.512315765,3.256014302
13.31490283,7.857316592,18.5760182,28.11572395,1,28.11572395,5.661259171,4.346925052,18.4194936
19.99232174,8.887675327,7.369306422,16.246177,1,16.246177,3.062059205,4.109248855,4.078021152
7.359826494,9.045949486,32.82009039,29.82463338,1,29.82463338,2.506817336,3.044537152,18.90810849
11.55603406,9.195267753,15.1534075,19.66395868,1,19.66395868,4.195968671,1.417345705,5.94632071
8.790367956,9.252912896,32.24649198,34.84376038,1,34.84376038,4.188214878,4.459285576,23.84550974
6.367476456,9.477816241,42.06503025,36.10570319,1,36.10570319,5.96803282,2.49790921,15.48234941
9.425317894,9.925961374,41.70763038,52.77815232,1,52.77815232,7.464913564,1.248611502,5.061579467
11.20167565,9.980435335,30.04345078,40.70638219,1,40.70638219,5.960646198,2.456520249,8.672696879
10.6622978,10.03872793,36.55776918,49.67696451,1,49.67696451,4.306598265,3.257018163,15.58281032
8.915886064,10.24894673,37.26666433,42.62444319,1,42.62444319,6.708494261,1.647240624,7.245883864
13.33715703,10.37137817,32.12683408,52.62224071,1,52.62224071,4.255988746,2.994311955,9.969196238
8.913904669,10.94215422,37.44974897,42.89824007,1,42.89824007,4.81989509,1.746502923,4.869219759
11.39543041,11.1528856,30.99439289,43.01184442,1,43.01184442,5.984597137,3.202945608,13.60699475
12.11334072,11.61906907,31.15704432,46.01612039,1,46.01612039,1.516936655,1.456282729,4.744527601
9.944722977,12.25252377,39.27595454,51.09922565,1,51.09922565,5.316762779,0.930835801,3.008771992
11.86892271,12.53191581,39.04672666,60.49011965,1,60.49011965,5.198472884,2.26558595,9.494046422
13.62323957,12.89540058,29.50911731,48.44662662,1,48.44662662,4.133345315,2.354500826,6.080209944
11.40258854,15.11709943,31.35379665,43.65277503,1,43.65277503,3.888939478,2.950913053,10.07172406
17.86188616,15.1743532,29.21548895,62.76279207,1,62.76279207,4.835197104,1.73441747,3.752931352
20.31652578,15.22463782,25.39952901,60.61257577,1,60.61257577,5.148841291,3.960403855,10.93337581
21.05147324,16.05311745,30.20027369,76.98400304,1,76.98400304,3.591140576,1.731506999,3.290921746
11.78976192,16.9612861,36.01036905,53.84076425,1,53.84076425,4.718992288,1.573235746,4.958352445
13.95525418,17.02617011,35.94155939,63.56920991,1,63.56920991,4.46920282,1.602645161,4.491839154
14.16462561,6.546673364,19.45125438,31.43100017,1.001251405,31.47033309,4.672116919,1.394522496,4.364457952
6.518336122,5.348020988,31.29021999,24.8920116,1.02972658,25.63196596,4.831630368,0.488766165,2.894376379
4.795308589,8.727925876,51.72290574,38.18233332,1.031920857,39.40114614,8.909173404,0.620644884,7.45963123
6.558126546,5.166916525,26.40557269,20.45979407,1.032433339,21.12337351,7.132524891,2.636709545,19.81225586
14.40371848,5.887590471,53.26957201,121.2822439,1.052450315,127.6435358,16.1243471,0.387280152,3.466085061
16.30914197,8.665765901,39.54788944,84.61647144,1.057997165,89.5239869,9.385741772,0.562421056,3.019721352
14.62533941,5.051818899,38.57702865,73.29748928,1.059309637,77.64473679,8.583768167,0.674255036,4.654264962
16.15762046,6.195472784,11.71339513,21.04880906,1.061306251,22.33923263,3.644059476,2.786458759,6.758046203
7.297179294,6.91214108,34.43432807,31.43419391,1.063306812,33.4241925,6.26621812,1.835446235,16.28542349
7.205806776,7.873291877,35.69638514,32.52935789,1.064469367,34.626505,7.868123544,1.226502505,11.86243976
7.522541169,8.963059305,37.39514519,36.13087325,1.071951081,38.73052864,4.267164429,1.192479351,12.79113738
13.5938138,10.53878686,47.29784677,92.55360756,1.072140906,99.23050868,9.545850528,0.640291869,4.778437202
7.381576934,7.307064009,31.26703964,28.16283875,1.072816193,30.21354946,8.238405685,2.465118734,22.3974135
23.07728791,8.102383726,28.08258237,77.36555288,1.07621752,83.26216346,7.148790391,1.114574037,5.352429274
22.32158263,4.627153906,38.40454918,111.1794197,1.078640629,119.9226392,11.70648539,0.688770449,6.081113063
14.09984089,7.102442318,19.09178595,30.66347749,1.08222983,33.18493004,7.734522679,2.50899737,15.78425084
24.0185169,5.991917756,19.8627477,54.51871692,1.082692178,59.02698838,6.563998735,1.341045495,5.463587215
15.18681956,9.145376632,40.28071565,80.86820372,1.087330407,87.93045686,10.56465952,0.879412783,5.708634803
17.30106393,8.2481816,32.93133683,70.40929699,1.091921337,76.88141372,8.585475648,0.779410861,4.741678316
7.718623417,7.287693644,28.01161035,25.79920731,1.093020383,28.19905946,2.3694063,0.665136629,3.318873781
6.067611707,4.62111374,28.76731656,20.93049623,1.096356087,22.94727694,6.874107456,1.823867621,15.79284976
19.34898865,5.703064734,13.76732126,29.78774939,1.103167034,32.86086314,5.002941322,2.203752561,6.354030405
11.26169995,8.249514819,41.9217546,63.53724376,1.104835495,70.19820216,5.723263841,0.657153841,5.191517125
6.067611222,4.621113183,28.55654654,20.74834627,1.105980881,22.94727429,5.832762212,1.849002117,18.48293303
18.80065734,6.603817638,12.33387099,25.82923411,1.109252563,28.65114414,6.207404444,2.34689695,6.083716883
7.866603815,8.509902888,35.91807234,35.80318483,1.112014198,39.81364988,4.554092896,0.789168874,7.859987788
12.81912988,5.505379634,18.24593661,26.55341425,1.113484931,29.56682662,5.60180858,3.718524501,31.52842855
6.9579282,7.910529828,55.70076837,64.08996753,1.113918699,71.39101323,5.93487422,1.405536995,8.64161204
6.641136055,6.22956749,30.2768558,24.36096972,1.11612517,27.18989147,7.779570492,1.723226076,14.98992282
12.13237487,7.926378306,33.89673907,51.21810959,1.11951988,57.3396919,10.02465483,0.977674915,6.381097039
10.32498847,7.008613025,37.04996396,48.97468151,1.124024329,55.04873353,6.660335838,1.150205388,8.647677171
8.334922136,5.180602153,45.23011236,52.79221644,1.129382699,59.62261589,2.813768435,0.418123835,3.806851562
14.94503113,8.738352265,39.42603759,77.20379294,1.129442442,87.19724041,10.32732348,0.595664503,4.46655894
24.69140711,7.075126084,17.36738415,48.52117374,1.130235891,54.84037204,9.060212816,3.553471857,14.05769225
11.80369399,7.379901971,35.84047055,53.56901398,1.13100158,60.58663944,7.888518334,0.712573584,3.81529224
12.63670408,5.977466961,16.70038629,23.82135109,1.132635611,26.98091055,5.910202637,3.630186592,20.2822582
7.549005683,8.934945499,35.41417398,33.72568983,1.132884834,38.20732252,7.83932308,1.094948315,10.83368856
21.54895252,7.933267918,44.85926988,134.7325695,1.137498817,153.2581385,9.739589257,0.619078645,4.112668249
18.91906094,10.09606716,49.30336671,138.2178372,1.138684569,157.3865185,9.267070774,0.441240729,3.099756208
5.759016733,5.194378304,32.13541213,22.72996546,1.139560734,25.90217612,8.496556911,0.595592893,5.827871159
3.983450612,6.422258844,54.34560027,34.88976582,1.140611851,39.79568038,13.62817355,0.652718888,9.979546198
7.044319358,6.888669837,32.8895259,28.62209613,1.140762698,32.6510196,12.29038227,1.441369234,14.71923556
7.718622784,7.287693501,27.5297899,25.27827715,1.142202433,28.87290967,7.311542555,2.446452746,21.82607405
16.98635057,9.327042636,44.91855352,106.4253881,1.144553857,121.8095884,11.51957402,0.664858366,4.588223546
5.759017284,5.194378897,31.86850034,22.49557031,1.151434462,25.90217489,4.396111824,1.505416445,12.62399912
