3.541780205710001894e+01,3.409370101999999747e+01
3.845537546510004745e+01,3.275508968999999837e+01
6.773190494500002323e+00,6.457117497999999678e+00
4.384332373549998607e+00,4.369001039999999669e+00
3.304098934758002315e+01,3.690295119999999685e+01
1.029987551986000405e+01,1.109298504000000030e+01
1.250943602666999510e+01,1.313728668000000077e+01
4.987956604410004502e+01,5.108253090000000185e+01
7.609074220710004610e+00,8.750417111999999165e+00
1.314553592554999994e+01,1.364525317000000015e+01
7.087619393130003331e+00,7.129914095000000174e+00
8.150738411709996356e+00,8.534746216000000274e+00
8.182663270250012388e+00,8.762981070000000372e+00
5.855898294510006963e+01,6.024330642000000324e+01
9.515990028279988522e+00,9.301070314000000394e+00
1.050516689363000467e+01,1.078842007999999986e+01
5.956815071729992184e+01,6.266402166999999679e+01
2.599261957610000451e+01,2.653953939000000162e+01
2.414309546339997326e+01,2.437147685000000052e+01
2.684263201429996926e+01,2.925115560000000059e+01
1.326309045300999045e+01,1.525392616999999973e+01
2.889584113870002113e+01,3.157267893999999941e+01
1.436329542132001080e+01,1.430199634999999958e+01
2.272862319720995927e+01,2.239033896999999840e+01
6.600526398689997798e+00,6.703764785999999809e+00
5.395852432459999193e+01,5.402777309999999744e+01
3.545873705409997712e+01,3.763039090000000186e+01
9.200432840220004849e+00,6.606189833000000178e+00
4.087146930809995915e+00,4.332116853999999684e+00
1.151436422561999962e+01,1.205779809999999941e+01
4.271883209029997630e+01,4.364521229999999719e+01
5.381140666180003862e+00,5.564386940000000337e+00
4.763191917799994712e+01,5.034692550999999838e+01
5.014967184380004994e+00,4.814774708999999930e+00
3.618669601700000271e+01,3.368985389000000197e+01
3.675021085119994524e+01,3.842782822000000209e+01
3.708146709649997597e+00,1.184705023000000024e+00
4.277720115820001467e+01,4.890249204999999932e+01
2.499547812879999142e+01,2.064781758000000167e+01
4.652652624959997496e+01,4.843502090999999865e+01
9.562787053229998335e+00,9.056561150000000282e+00
6.883435064659990665e+00,6.911185480000000325e+00
5.735105949200002051e+00,3.140013929000000203e+00
8.860249673950015392e+00,9.525379385999999116e+00
9.213035145749994825e+00,7.624852337000000091e+00
1.059354537081001624e+01,1.125896909000000079e+01
8.019133208050007511e+00,7.633833265999999895e+00
4.286812097300007451e+00,2.043562493000000035e+00
2.506184864149997971e+00,2.688478170999999861e+00
2.462853076020000032e+01,2.468706955000000036e+01
3.307319826860001921e+00,3.003052437000000019e+00
1.585619578359999160e+01,1.486320554999999999e+01
3.777267445819995118e+01,3.362270190000000269e+01
5.374124987530005626e+01,5.733809413000000177e+01
3.372510483540003179e+01,3.002725772999999876e+01
4.178755421080001042e+01,3.945938496000000129e+01
2.289169400552998823e+01,2.388526703000000140e+01
3.685010562849998905e+01,3.486909595000000195e+01
7.361172761529986452e+00,7.245411194999999971e+00
2.089281989870000089e+01,2.317853211999999985e+01
2.965341072723003535e+01,2.986880082000000058e+01
3.004838867137998193e+01,3.253641672999999912e+01
3.594191161320002692e+01,3.479050123999999755e+01
1.819172736819999514e+01,2.065225415999999825e+01
4.602168837340004259e+00,5.183762704000000276e+00
3.906347015750000651e+01,3.273039156000000105e+01
9.385805791949996646e+00,8.902888246999999922e+00
4.923437051100004958e+00,4.941094419999999765e+00
1.260504998064001292e+01,1.403960799999999942e+01
5.222075011409999945e+01,5.052349818999999798e+01
6.067028349139991406e+01,6.162992573999999735e+01
4.751887017539996094e+01,5.076365110999999786e+01
5.038387243220002176e+01,5.092994554999999934e+01
8.766811485510002555e+00,9.439968883000000588e+00
3.413674456650996092e+01,3.699916134000000056e+01
4.801066154519999429e+01,4.793627606999999813e+01
1.662709527204998849e+01,1.734636069000000091e+01
6.531690215849996761e+00,6.583267066000000334e+00
3.252640150470003988e+01,2.952651279999999900e+01
5.622667905110001918e+00,5.288822807999999931e+00
5.534108532520003898e+00,4.444048812000000126e+00
4.983348766819999831e+00,5.096200387999999748e+00
8.502381028809995911e+00,8.247459532000000593e+00
3.288151155569997286e+01,2.986105309999999946e+01
9.887578986489998556e+00,1.088330921000000018e+01
4.318584256240001196e+01,4.705854218999999716e+01
3.409064029476003554e+01,3.849090306000000083e+01
1.160591425282998479e+01,1.152590254999999964e+01
1.835539236030001220e+01,1.810507583000000054e+01
1.468235037098002316e+01,1.465232647999999926e+01
